row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Lãi từ giao dịch mua giá rễ,Thu nhập khác > Lãi từ giao dịch mua giá rễ,Lãi từ giao dịch mua giá rễ,-,270.272.853,,270272853.0
Các khoản khác,Thu nhập khác > Các khoản khác,Các khoản khác,35.942.854,10.854.922,35942854.0,10854922.0
,,,35.942.854,281.127.775,35942854.0,281127775.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Lỗ thanh lý tài sản,Chi phí khác > Lỗ thanh lý tài sản,Lỗ thanh lý tài sản,63.543.273,40.360.726,63543273.0,40360726.0
Các khoản phạt,Chi phí khác > Các khoản phạt,Các khoản phạt,7.409.678,1.341.039,7409678.0,1341039.0
Chi phí chuyển đổi vườn cây,Chi phí khác > Chi phí chuyển đổi vườn cây,Chi phí chuyển đổi vườn cây,4.807.678,7.445.455,4807678.0,7445455.0
Khấu hao tài sản ngưng sử dụng,Chi phí khác > Khấu hao tài sản ngưng sử dụng,Khấu hao tài sản ngưng sử dụng,1.534.238,15.775.348,1534238.0,15775348.0
Các khoản khác,Chi phí khác > Các khoản khác,Các khoản khác,138.320.250,113.741.319,138320250.0,113741319.0
,,,215.615.117,178.663.887,215615117.0,178663887.0
(Lỗ) LỚI NHUẢN KHÁC THUẢN,Chi phí khác > (Lỗ) LỚI NHUẢN KHÁC THUẢN,(Lỗ) LỚI NHUẢN KHÁC THUẢN,(179.672.263),102.463.888,-179672263.0,102463888.0
