row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.022.822.132,1.792.876.703,1022822132.0,1792876703.0
Các khoản điều chỉnh tăng/(giảm):,Các khoản điều chỉnh tăng/(giảm):,Các khoản điều chỉnh tăng/(giảm):,,,,
Các khoản lỗ từ các công ty con,Các khoản điều chỉnh tăng/(giảm): > Các khoản lỗ từ các công ty con,Các khoản lỗ từ các công ty con,30.687.041,64.824.361,30687041.0,64824361.0
Lỗ từ công ty liên kết,Các khoản điều chỉnh tăng/(giảm): > Lỗ từ công ty liên kết,Lỗ từ công ty liên kết,-,11.069.302,,11069302.0
Phân bổ giá trị chênh lệch từ giao dịch mua tài sản ở khía cạnh hợp nhất,Các khoản điều chỉnh tăng/(giảm): > Phân bổ giá trị chênh lệch từ giao dịch mua tài sản ở khía cạnh hợp nhất,Phân bổ giá trị chênh lệch từ giao dịch mua tài sản ở khía cạnh hợp nhất,327.192.881,474.518.563,327192881.0,474518563.0
Chi phí lãi vay không được khấu trừ (*),Các khoản điều chỉnh tăng/(giảm): > Chi phí lãi vay không được khấu trừ (*),Chi phí lãi vay không được khấu trừ (*),417.422.347,356.637.744,417422347.0,356637744.0
Thay đổi lãi chưa thực hiện trên hợp nhất,Các khoản điều chỉnh tăng/(giảm): > Thay đổi lãi chưa thực hiện trên hợp nhất,Thay đổi lãi chưa thực hiện trên hợp nhất,45.722.422,12.134.402,45722422.0,12134402.0
Lợi nhuận từ hoạt động miễn thuế,Các khoản điều chỉnh tăng/(giảm): > Lợi nhuận từ hoạt động miễn thuế,Lợi nhuận từ hoạt động miễn thuế,(1.790.309.954),(1.900.439.086),-1790309954.0,-1900439086.0
Lãi từ giao dịch mua rè,Các khoản điều chỉnh tăng/(giảm): > Lãi từ giao dịch mua rè,Lãi từ giao dịch mua rè,-,(270.272.853),,-270272853.0
Cán trừ lỗ năm trước,Các khoản điều chỉnh tăng/(giảm): > Cán trừ lỗ năm trước,Cán trừ lỗ năm trước,(133.187.450),(177.053.530),-133187450.0,-177053530.0
Các khoản khác,Các khoản điều chỉnh tăng/(giảm): > Các khoản khác,Các khoản khác,79.838.929,39.677.219,79838929.0,39677219.0
Thu nhập chịu thuế ước tính trong năm hiện hành,Các khoản điều chỉnh tăng/(giảm): > Thu nhập chịu thuế ước tính trong năm hiện hành,Thu nhập chịu thuế ước tính trong năm hiện hành,188.348,403.972.825,188348.0,403972825.0
Thuế TNDN ước tính trong năm hiện hành,Các khoản điều chỉnh tăng/(giảm): > Thuế TNDN ước tính trong năm hiện hành,Thuế TNDN ước tính trong năm hiện hành,37.670,80.794.565,37670.0,80794565.0
Điều chỉnh thuế TNDN trích thiếu năm trước,Các khoản điều chỉnh tăng/(giảm): > Điều chỉnh thuế TNDN trích thiếu năm trước,Điều chỉnh thuế TNDN trích thiếu năm trước,884.809,-,884809.0,
Thuế thu nhập doanh nghiệp được giảm,Các khoản điều chỉnh tăng/(giảm): > Thuế thu nhập doanh nghiệp được giảm,Thuế thu nhập doanh nghiệp được giảm,-,(49.849.148),,-49849148.0
Chi phí thuế TNDN hiện hành ước tính,Các khoản điều chỉnh tăng/(giảm): > Chi phí thuế TNDN hiện hành ước tính,Chi phí thuế TNDN hiện hành ước tính,922.479,30.945.417,922479.0,30945417.0
Thuế TNDN phải trả đầu năm,Các khoản điều chỉnh tăng/(giảm): > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,28.054.814,940.928,28054814.0,940928.0
Thuế TNDN phải trả của công ty con mất quyền kiểm soát trong năm,Các khoản điều chỉnh tăng/(giảm): > Thuế TNDN phải trả của công ty con mất quyền kiểm soát trong năm,Thuế TNDN phải trả của công ty con mất quyền kiểm soát trong năm,-,(1.508.305),,-1508305.0
Thuế TNDN đã trả trong năm,Các khoản điều chỉnh tăng/(giảm): > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(28.881.207),(2.323.226),-28881207.0,-2323226.0
Thuế TNDN phải trả cuối năm,Các khoản điều chỉnh tăng/(giảm): > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,96.086,28.054.814,96086.0,28054814.0
Trong đó:,Trong đó:,Trong đó:,,,,
Thuế TNDN phải trả (TM số 20),Trong đó: > Thuế TNDN phải trả (TM số 20),Thuế TNDN phải trả (TM số 20),103.625,28.062.353,103625.0,28062353.0
Thuế TNDN trả trước (TM số 20),Trong đó: > Thuế TNDN trả trước (TM số 20),Thuế TNDN trả trước (TM số 20),(7.539),(7.539),-7539.0,-7539.0
