row_label_raw,row_label_full,Tên công ty,Lĩnh vực kinh doanh,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Lĩnh vực kinh doanh,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Tên công ty,Tên công ty,Tên công ty,Lĩnh vực kinh doanh,Tỷ lệ sở hữu và biểu quyết %,Giá gốc đầu tư Ngân VND,Tỷ lệ sở hữu và biểu quyết %,Giá gốc đầu tư Ngân VND,,,,,
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai (HNG) (*) (i),Tên công ty > Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai (HNG) (*) (i),Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai (HNG) (*) (i),Trồng cây công nghiệp và nông nghiệp,"8,24",909.019.966,"9,44",1.041.431.040,,8.24,909019966.0,9.44,1041431040.0
Công ty Cổ phần Truyền thông Thanh Niên,Tên công ty > Công ty Cổ phần Truyền thông Thanh Niên,Công ty Cổ phần Truyền thông Thanh Niên,Truyền thông,"2,00",6.200.000,"2,00",6.200.000,,2.0,6200000.0,2.0,6200000.0
Công ty Cổ phần Bóng đá chuyên nghiệp Việt nam,Tên công ty > Công ty Cổ phần Bóng đá chuyên nghiệp Việt nam,Công ty Cổ phần Bóng đá chuyên nghiệp Việt nam,Bóng đá,-,1.170.000,-,1.170.000,,,1170000.0,,1170000.0
Công ty Cổ phần Dịch vụ Thương mại Hàng không Viễn Đông,Tên công ty > Công ty Cổ phần Dịch vụ Thương mại Hàng không Viễn Đông,Công ty Cổ phần Dịch vụ Thương mại Hàng không Viễn Đông,Thương mại và vận tải,-,1.160.041,-,1.160.041,,,1160041.0,,1160041.0
TỔNG CỘNG,Tên công ty > TỔNG CỘNG,TỔNG CỘNG,,,917.550.007,,1.049.961.081,,,917550007.0,,1049961081.0
Dự phòng đầu tư tài chính dài hạn,Tên công ty > Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,,,(360.162.970),,(557.941.581),,,-360162970.0,,-557941581.0
GIÁ TRỊ THUÀN,Tên công ty > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,,,557.387.037,,492.019.500,,,557387037.0,,492019500.0
