row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Công cụ, dụng cụ","Ngắn hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",14.478.879,2.208.611,14478879.0,2208611.0
Chi phí cải tạo vườn cây ăn quả,Ngắn hạn > Chi phí cải tạo vườn cây ăn quả,Chi phí cải tạo vườn cây ăn quả,6.929.278,-,6929278.0,
Chi phí khác,Ngắn hạn > Chi phí khác,Chi phí khác,7.106.645,2.171.301,7106645.0,2171301.0
,,,28.514.802,4.379.912,28514802.0,4379912.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí khai hoang,Dài hạn > Chi phí khai hoang,Chi phí khai hoang,141.581.724,116.776.803,141581724.0,116776803.0
Chi phí cải tạo vườn cây ăn quả,Dài hạn > Chi phí cải tạo vườn cây ăn quả,Chi phí cải tạo vườn cây ăn quả,78.025.529,-,78025529.0,
Dự án chăn nuôi (*),Dài hạn > Dự án chăn nuôi (*),Dự án chăn nuôi (*),62.903.782,120.078.693,62903782.0,120078693.0
"Công cụ, dụng cụ","Dài hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",53.717.079,13.905.816,53717079.0,13905816.0
Tiền thuê đất,Dài hạn > Tiền thuê đất,Tiền thuê đất,20.288.642,21.684.599,20288642.0,21684599.0
Chi phí khác,Dài hạn > Chi phí khác,Chi phí khác,14.460.866,16.063.617,14460866.0,16063617.0
,,,370.977.622,288.509.528,370977622.0,288509528.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,399.492.424,292.889.440,399492424.0,292889440.0
