row_label_raw,row_label_full,Tên công ty liên kết,Hoạt động chính,Tình trạng,Số cuối năm > %sở hữu,Số cuối năm > Giá trịVND,Số đầu năm > %sở hữu,Số đầu năm > Giá trịVND,numeric__Hoạt động chính,numeric__Tình trạng,numeric__Số cuối năm > %sở hữu,numeric__Số cuối năm > Giá trịVND,numeric__Số đầu năm > %sở hữu,numeric__Số đầu năm > Giá trịVND
Công ty Cổ phần Chứng khoánSen Vàng,Công ty Cổ phần Chứng khoánSen Vàng,Công ty Cổ phần Chứng khoánSen Vàng,"Môi giới, tư vấn đầu tưvà tự doanh chứng khoán",Đanghoạt động,"42,38",40.597.500.000,"37,30",37.925.000.000,,,42.38,40597500000.0,37.3,37925000000.0
Công ty Cổ phần Kỹ thuật JescoHòa Bình,Công ty Cổ phần Kỹ thuật JescoHòa Bình,Công ty Cổ phần Kỹ thuật JescoHòa Bình,"Thi công lắp đặt trang thiết bịcông trình xây dựng hệ thốngđiện nước, phòng cháy chữachấy, hệ thống làm lạnh",Đanghoạt động,"48,06",34.842.520.000,"47,82",17.421.260.000,,,48.06,34842520000.0,47.82,17421260000.0
Công ty Cổ phần Đầu tư Xây dựngHạ tầng Hòa Bình,Công ty Cổ phần Đầu tư Xây dựngHạ tầng Hòa Bình,Công ty Cổ phần Đầu tư Xây dựngHạ tầng Hòa Bình,"Đầu tư, xây dựngkhu công nghiệp",Đanghoạt động,-,-,"49,00",78.883.939.051,,,,,49.0,78883939051.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,,75.440.020.000,,134.230.199.051,,,,75440020000.0,,134230199051.0
Dự phòng đầu tư vào các công ty liên kết,Dự phòng đầu tư vào các công ty liên kết,Dự phòng đầu tư vào các công ty liên kết,,,,(15.804.404.946),,(15.939.581.067),,,,-15804404946.0,,-15939581067.0
ĐẦU TƯ THUẦN,ĐẦU TƯ THUẦN,ĐẦU TƯ THUẦN,,,,59.635.615.054,,118.290.617.984,,,,59635615054.0,,118290617984.0
