row_label_raw,row_label_full,Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,Công ty liên kết,Chi phíthầu phụ,56.526.758.626,95.987.411.887,numeric__Công ty liên kết,numeric__Chi phíthầu phụ,numeric__56.526.758.626,numeric__95.987.411.887
Công ty TNHH Sơn Hòa Bình - Chi nhánh Hưng Yên,Công ty TNHH Sơn Hòa Bình - Chi nhánh Hưng Yên,Công ty TNHH Sơn Hòa Bình - Chi nhánh Hưng Yên,Công ty con,Chi phíthầu phụ,44.957.734.774,36.562.226.289,,,44957734774.0,36562226289.0
Công ty TNHH Xây dựng Anh Huy,Công ty TNHH Xây dựng Anh Huy,Công ty TNHH Xây dựng Anh Huy,Công ty con,Chi phíthầu phụ,31.603.331.263,11.477.132.281,,,31603331263.0,11477132281.0
Công ty Cổ phần Sản xuất và Trang trí Mộc Hòa Bình,Công ty Cổ phần Sản xuất và Trang trí Mộc Hòa Bình,Công ty Cổ phần Sản xuất và Trang trí Mộc Hòa Bình,Công ty con,Chi phíthầu phụ,14.692.027.195,28.076.310.872,,,14692027195.0,28076310872.0
Công ty Cổ phần Xuất Nhập Khẩu Việt Ta,Công ty Cổ phần Xuất Nhập Khẩu Việt Ta,Công ty Cổ phần Xuất Nhập Khẩu Việt Ta,Công ty con,Chi phíthầu phụ,3.134.321.189,6.547.382.285,,,3134321189.0,6547382285.0
Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty con,Chi phíthầu phụ,2.165.750.000,2.802.208.500,,,2165750000.0,2802208500.0
Công ty TNHH Sơn Hòa Bình,Công ty TNHH Sơn Hòa Bình,Công ty TNHH Sơn Hòa Bình,Công ty con,Chi phíthầu phụ,98.357.025,142.578.166,,,98357025.0,142578166.0
