row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Nguyên vật liệu xây dựng,Nguyên vật liệu xây dựng,Nguyên vật liệu xây dựng,250.028.289.508,-,164.316.798.468,(225.352.538),250028289508.0,,164316798468.0,-225352538.0
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,597.942.672.700,-,122.457.460.840,-,597942672700.0,,122457460840.0,
Hàng hóa bất động sản,Hàng hóa bất động sản,Hàng hóa bất động sản,73.529.870.786,(1.325.454.681),81.691.424.598,(2.653.462.514),73529870786.0,-1325454681.0,81691424598.0,-2653462514.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,921.500.832.994,(1.325.454.681),368.465.683.906,(2.878.815.052),921500832994.0,-1325454681.0,368465683906.0,-2878815052.0
