row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Doanh thu gộp,Doanh thu gộp,Doanh thu gộp,9.927.395.939.336,5.467.582.420.793,9927395939336.0,5467582420793.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hợp đồng xây dựng,Trong đó: > Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,9.576.771.854.398,5.200.721.373.670,9576771854398.0,5200721373670.0
Doanh thu cho thuê máy móc thiết bị,Trong đó: > Doanh thu cho thuê máy móc thiết bị,Doanh thu cho thuê máy móc thiết bị,340.899.642.397,234.488.386.302,340899642397.0,234488386302.0
Doanh thu bán hàng hóa bất động sản,Trong đó: > Doanh thu bán hàng hóa bất động sản,Doanh thu bán hàng hóa bất động sản,9.724.442.541,32.372.660.821,9724442541.0,32372660821.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(20.187.625.943),(54.515.478.462),-20187625943.0,-54515478462.0
DOANH THU THUẦN,Trong đó: > DOANH THU THUẦN,DOANH THU THUẦN,9.907.208.313.393,5.413.066.942.331,9907208313393.0,5413066942331.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hợp đồng xây dựng (*),Trong đó: > Doanh thu hợp đồng xây dựng (*),Doanh thu hợp đồng xây dựng (*),9.556.584.228.455,5.146.205.895.208,9556584228455.0,5146205895208.0
Doanh thu cho thuê máy móc thiết bị,Trong đó: > Doanh thu cho thuê máy móc thiết bị,Doanh thu cho thuê máy móc thiết bị,340.899.642.397,234.488.386.302,340899642397.0,234488386302.0
Doanh thu bán hàng hóa bất động sản,Trong đó: > Doanh thu bán hàng hóa bất động sản,Doanh thu bán hàng hóa bất động sản,9.724.442.541,32.372.660.821,9724442541.0,32372660821.0
