row_label_raw,row_label_full,Tên công ty con,Hoạt động chính,Tình trạng,Số cuối năm > %sở hữu,Số cuối năm > Giá trịVND,Số đầu năm > %sở hữu,Số đầu năm > Giá trịVND,numeric__Hoạt động chính,numeric__Tình trạng,numeric__Số cuối năm > %sở hữu,numeric__Số cuối năm > Giá trịVND,numeric__Số đầu năm > %sở hữu,numeric__Số đầu năm > Giá trịVND
"Công ty Cổ phần Đầu tư Xây dựngHạ tầng Hòa Bình (""HBI"") (i)","Công ty Cổ phần Đầu tư Xây dựngHạ tầng Hòa Bình (""HBI"") (i)","Công ty Cổ phần Đầu tư Xây dựngHạ tầng Hòa Bình (""HBI"") (i)",Đầu tư và xây dựngkhu công nghiệp,Đang hoạt động,"97,87",188.833.939.051,-,-,,,97.87,188833939051.0,,
Công ty Cổ phần Nhà Hòa Bình,Công ty Cổ phần Nhà Hòa Bình,Công ty Cổ phần Nhà Hòa Bình,Kinh doanh phát triển các dự ánbất động sản,Đang hoạt động,"99,85",134.800.000.000,"99,85",134.800.000.000,,,99.85,134800000000.0,99.85,134800000000.0
Công ty TNHH MTV Xây dựngvà Địa ốc Hòa Bình Hà Nội,Công ty TNHH MTV Xây dựngvà Địa ốc Hòa Bình Hà Nội,Công ty TNHH MTV Xây dựngvà Địa ốc Hòa Bình Hà Nội,"Xây dựng nhà các loại, hoàn thiệncông trình xây dựng; chuẩn bị mặt bằng; lắp đặt hệ thống cấpthoát nước; trang trí nội thất vàkinh doanh bất động sản",Ngừng hoạt động,"100,00",65.000.000.000,"100,00",65.000.000.000,,,100.0,65000000000.0,100.0,65000000000.0
Công ty Cổ phần Sản xuất vàTrang trí Mộc Hòa Bình,Công ty Cổ phần Sản xuất vàTrang trí Mộc Hòa Bình,Công ty Cổ phần Sản xuất vàTrang trí Mộc Hòa Bình,"Sản xuất, mua bán, gia công và lắp đặt hàng mộc gia dụng,hàng trang trí nội thất",Đang hoạt động,"98,96",52.450.000.000,"98,90",49.450.000.000,,,98.96,52450000000.0,98.9,49450000000.0
Công ty Cổ phần Đầu tưvà Phát triển Hòa Yên,Công ty Cổ phần Đầu tưvà Phát triển Hòa Yên,Công ty Cổ phần Đầu tưvà Phát triển Hòa Yên,Đầu tư các dự án xây dựngcông trình giao thông,Đang hoạt động,"99,55",40.096.897.073,"99,53",39.471.000.073,,,99.55,40096897073.0,99.53,39471000073.0
Công ty TNHH MTV MáyXây dựng Matec,Công ty TNHH MTV MáyXây dựng Matec,Công ty TNHH MTV MáyXây dựng Matec,Cho thuê máy móc cơ điện vàthiết bị xây dựng,Đang hoạt động,"100,00",10.000.000.000,"100,00",10.000.000.000,,,100.0,10000000000.0,100.0,10000000000.0
Công ty TNHH Xây dựngAnh Huy,Công ty TNHH Xây dựngAnh Huy,Công ty TNHH Xây dựngAnh Huy,Trang trí nội thất; sản xuất vật liệuxây dựng (cửa nhôm); san lắp mặt bằng; và mua bán vật tư xây dựng,Đang hoạt động,"95,45",10.560.000.000,"99,55",10.950.000.000,,,95.45,10560000000.0,99.55,10950000000.0
