row_label_raw,row_label_full,Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đang thực hiện > Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đã hoàn thành,Năm nay > 6.466.188.674.482 > 3.090.395.553.973,VNDNăm trước > 3.603.623.043.550 > 1.542.582.851.658,numeric__Năm nay > 6.466.188.674.482 > 3.090.395.553.973,numeric__VNDNăm trước > 3.603.623.043.550 > 1.542.582.851.658
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,9.556.584.228.455,5.146.205.895.208,9556584228455.0,5146205895208.0
Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày cuối năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày cuối năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày cuối năm,7.721.126.331.479,6.818.529.434.313,7721126331479.0,6818529434313.0
