row_label_raw,row_label_full,Phải trả bên liên quan (Thuyết minh số 32),Số cuối năm > 1.247.714.410,VND Số đầu năm > 1.444.500.000,numeric__Số cuối năm > 1.247.714.410,numeric__VND Số đầu năm > 1.444.500.000
"Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",1.239.502.397,568.012.972,1239502397.0,568012972.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,600.061.065,600.061.065,600061065.0,600061065.0
Khác,Khác,Khác,665.931.452,892.440.460,665931452.0,892440460.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.753.209.324,3.505.014.497,3753209324.0,3505014497.0
