row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Vay ngân hàng (Thuyết minh số 22.1),Ngắn hạn > Vay ngân hàng (Thuyết minh số 22.1),Vay ngân hàng (Thuyết minh số 22.1),2.323.533.252.282,1.709.660.984.082,2323533252282.0,1709660984082.0
Vay bên liên quan(Thuyết minh số 22.2 và 32),Ngắn hạn > Vay bên liên quan(Thuyết minh số 22.2 và 32),Vay bên liên quan(Thuyết minh số 22.2 và 32),35.410.000.000,-,35410000000.0,
Vay bên khác (Thuyết minh số 22.3),Ngắn hạn > Vay bên khác (Thuyết minh số 22.3),Vay bên khác (Thuyết minh số 22.3),6.078.815.187,7.602.723.304,6078815187.0,7602723304.0
Vay dài hạn đến hạn trả(Thuyết minh số 22.4 và 22.5),Ngắn hạn > Vay dài hạn đến hạn trả(Thuyết minh số 22.4 và 22.5),Vay dài hạn đến hạn trả(Thuyết minh số 22.4 và 22.5),92.760.516.670,24.681.456.749,92760516670.0,24681456749.0
,,,2.457.782.584.139,1.741.945.164.135,2457782584139.0,1741945164135.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Vay dài hạn ngân hàng(Thuyết minh số 22.4),Dài hạn > Vay dài hạn ngân hàng(Thuyết minh số 22.4),Vay dài hạn ngân hàng(Thuyết minh số 22.4),318.152.455.116,113.183.644.719,318152455116.0,113183644719.0
Vay dài hạn bên liên quan(Thuyết minh số 22.5 và 32),Dài hạn > Vay dài hạn bên liên quan(Thuyết minh số 22.5 và 32),Vay dài hạn bên liên quan(Thuyết minh số 22.5 và 32),100.000.000.000,-,100000000000.0,
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Vay dài hạn đến hạn trả,Trong đó: > Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,92.760.516.670,24.681.456.749,92760516670.0,24681456749.0
Vay dài hạn,Trong đó: > Vay dài hạn,Vay dài hạn,325.391.938.446,88.502.187.970,325391938446.0,88502187970.0
TỔNG CỘNG,Trong đó: > TỔNG CỘNG,TỔNG CỘNG,2.783.174.522.585,1.830.447.352.105,2783174522585.0,1830447352105.0
