row_label_raw,row_label_full,Công ty Cổ phần Đầu tư Địa ốc Tiến Phát,Công ty con,Cho vay,232.189.027.778,38.360.822.478,numeric__Công ty con,numeric__Cho vay,numeric__232.189.027.778,numeric__38.360.822.478
Công ty Cổ phần Nhà Hòa Bình,Công ty Cổ phần Nhà Hòa Bình,Công ty Cổ phần Nhà Hòa Bình,Công ty con,Cho vay,221.951.021.299,216.596.807.184,,,221951021299.0,216596807184.0
Công ty Cổ phần Sản xuất và Trang trí Mộc Hòa Bình,Công ty Cổ phần Sản xuất và Trang trí Mộc Hòa Bình,Công ty Cổ phần Sản xuất và Trang trí Mộc Hòa Bình,Công ty con,Cho vay,13.545.442.469,19.110.756.651,,,13545442469.0,19110756651.0
Công ty Cổ phần Xuất Nhập Khẩu Việt Ta,Công ty Cổ phần Xuất Nhập Khẩu Việt Ta,Công ty Cổ phần Xuất Nhập Khẩu Việt Ta,Công ty con,Cho vay,4.285.544.177,2.992.011.613,,,4285544177.0,2992011613.0
Công ty Cổ phần Vị Tâm,Công ty Cổ phần Vị Tâm,Công ty Cổ phần Vị Tâm,Công ty con,Cho vay,-,1.576.340.535,,,,1576340535.0
Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,Công ty liên kết,Cho vay,-,3.106.027.778,,,,3106027778.0
Công ty TNHH Xây dựng Anh Huy,Công ty TNHH Xây dựng Anh Huy,Công ty TNHH Xây dựng Anh Huy,Công ty con,Cho vay,-,2.137.528.641,,,,2137528641.0
