row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc","Máy móc,thiết bị",Phương tiệnvận tải,Thiết bịvăn phòng,VNDTổng cộng,"numeric__Nhà cửa,vật kiến trúc","numeric__Máy móc,thiết bị",numeric__Phương tiệnvận tải,numeric__Thiết bịvăn phòng,numeric__VNDTổng cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,529.630.366,965.175.764.577,20.233.774.764,11.382.567.143,997.321.736.850,529630366.0,965175764577.0,20233774764.0,11382567143.0,997321736850.0
Mua mới,Nguyên giá > Mua mới,Mua mới,1.796.454.160,513.170.242.517,10.440.325.592,1.356.964.197,526.763.986.466,1796454160.0,513170242517.0,10440325592.0,1356964197.0,526763986466.0
Đầu tư xây dựng cơ bản hoàn thành,Nguyên giá > Đầu tư xây dựng cơ bản hoàn thành,Đầu tư xây dựng cơ bản hoàn thành,-,490.981.718,-,-,490.981.718,,490981718.0,,,490981718.0
"Thanh lý, nhượng bán","Nguyên giá > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,(27.445.855.518),-,-,(27.445.855.518),,-27445855518.0,,,-27445855518.0
Số cuối năm,Nguyên giá > Số cuối năm,Số cuối năm,2.326.084.526,1.451.391.133.294,30.674.100.356,12.739.531.340,1.497.130.849.516,2326084526.0,1451391133294.0,30674100356.0,12739531340.0,1497130849516.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,
Đã khấu hao hết,Trong đó: > Đã khấu hao hết,Đã khấu hao hết,-,30.819.465.448,4.174.367.188,1.502.522.822,36.496.355.458,,30819465448.0,4174367188.0,1502522822.0,36496355458.0
Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,,,,,
Số đầu năm,Giá trị khấu hao lũy kế > Số đầu năm,Số đầu năm,(170.482.694),(352.435.651.630),(9.596.466.048),(5.498.302.518),(367.700.902.890),-170482694.0,-352435651630.0,-9596466048.0,-5498302518.0,-367700902890.0
Khấu hao trong năm,Giá trị khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,(22.663.027),(145.745.642.526),(2.422.704.089),(1.680.913.452),(149.871.923.094),-22663027.0,-145745642526.0,-2422704089.0,-1680913452.0,-149871923094.0
"Thanh lý, nhượng bán","Giá trị khấu hao lũy kế > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,21.370.843.295,-,-,21.370.843.295,,21370843295.0,,,21370843295.0
Số cuối năm,Giá trị khấu hao lũy kế > Số cuối năm,Số cuối năm,(193.145.721),(476.810.450.861),(12.019.170.137),(7.179.215.970),(496.201.982.689),-193145721.0,-476810450861.0,-12019170137.0,-7179215970.0,-496201982689.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,359.147.672,612.740.112.947,10.637.308.716,5.884.264.625,629.620.833.960,359147672.0,612740112947.0,10637308716.0,5884264625.0,629620833960.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,2.132.938.805,974.580.682.433,18.654.930.219,5.560.315.370,1.000.928.866.827,2132938805.0,974580682433.0,18654930219.0,5560315370.0,1000928866827.0
Trong đó:Tài sản sử dụng để thế chấp(Thuyết minh số 22),Giá trị còn lại > Trong đó:Tài sản sử dụng để thế chấp(Thuyết minh số 22),Trong đó:Tài sản sử dụng để thế chấp(Thuyết minh số 22),177.946.093,194.125.384.131,-,-,194.303.330.224,177946093.0,194125384131.0,,,194303330224.0
