row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26.1,9.927.395.939.336,5.467.582.420.793,,261.0,9927395939336.0,5467582420793.0
02,02,02,2. Các khoản giảm trừ doanh thu,26.1,(20.187.625.943),(54.515.478.462),,261.0,-20187625943.0,-54515478462.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,26.1,9.907.208.313.393,5.413.066.942.331,,261.0,9907208313393.0,5413066942331.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,27,(9.090.176.193.038),(5.119.372.392.375),,27.0,-9090176193038.0,-5119372392375.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,817.032.120.355,293.694.549.956,,,817032120355.0,293694549956.0
21,21,21,6. Doanh thu hoạt động tài chính,26.2,258.704.162.532,149.262.137.929,,262.0,258704162532.0,149262137929.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,28,(154.244.189.830) (138.418.212.485),(178.138.783.107) (110.865.783.628),,28.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,28,(154.244.189.830) (138.418.212.485),(178.138.783.107) (110.865.783.628),,28.0,,
26,26,26,8. Chi phí quản lý doanh nghiệp,29,(302.596.582.751),(64.819.412.844),,29.0,-302596582751.0,-64819412844.0
30,30,30,9. Lợi nhuận thuần từ hoạt động kinh doanh,,618.895.510.306,199.998.491.934,,,618895510306.0,199998491934.0
31,31,31,10. Thu nhập khác,30,12.290.339.601,26.552.028.401,,30.0,12290339601.0,26552028401.0
32,32,32,11. Chi phí khác,30,(3.770.265.905),(18.830.326.546),,30.0,-3770265905.0,-18830326546.0
40,40,40,12. Lợi nhuận khác,30,8.520.073.696,7.721.701.855,,30.0,8520073696.0,7721701855.0
50,50,50,13. Tổng lợi nhuận kế toán trước thuế,,627.415.584.002,207.720.193.789,,,627415584002.0,207720193789.0
51,51,51,14. Chi phí thuế TNDN hiện hành,31.1,(94.874.146.055),(36.430.880.821),,311.0,-94874146055.0,-36430880821.0
52,52,52,15. Thu nhập thuế TNDN hoãn lại,31.3,294.025.001,502.507.666,,313.0,294025001.0,502507666.0
60,60,60,16. Lợi nhuận sau thuế TNDN,,532.835.462.948,171.791.820.634,,,532835462948.0,171791820634.0
