row_label_raw,row_label_full,col_0,"Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ","Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ_1",Kinh doanh chứng khoán vốn và góp vốn mua cổ phần,Kinh doanh chứng khoán vốn và góp vốn mua cổ phần_1,Khác,Khác_1,Hoạt động chung không phân bổ,Hoạt động chung không phân bổ_1,Tổng cộng,Tổng cộng_1,"numeric__Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ","numeric__Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ_1",numeric__Kinh doanh chứng khoán vốn và góp vốn mua cổ phần,numeric__Kinh doanh chứng khoán vốn và góp vốn mua cổ phần_1,numeric__Khác,numeric__Khác_1,numeric__Hoạt động chung không phân bổ,numeric__Hoạt động chung không phân bổ_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,Kỳ này/Cuối kỳ,Kỳ trước/ Đầu kỳ,Kỳ này/Cuối kỳ,Kỳ trước/ Đầu kỳ,Kỳ này/Cuối kỳ,Kỳ trước/ Đầu kỳ,Kỳ này/Cuối kỳ,Kỳ trước/ Đầu kỳ,Kỳ này/Cuối kỳ,Kỳ trước/ Đầu kỳ,,,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,,
III. Tài sản (*),III. Tài sản (*),III. Tài sản (*),121.607.571,115.452.165,426.345,426.345,103.241,30.692,7.872.194,5.084.095,130.009.351,120.993.297,121607571.0,115452165.0,426345.0,426345.0,103241.0,30692.0,7872194.0,5084095.0,130009351.0,120993297.0
1. Tiền mặt,1. Tiền mặt,1. Tiền mặt,-,-,-,-,-,-,711.602,649.907,711.602,649.907,,,,,,,711602.0,649907.0,711602.0,649907.0
2. Tiền gửi tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước,-,-,-,-,-,-,786.421,1.023.135,786.421,1.023.135,,,,,,,786421.0,1023135.0,786421.0,1023135.0
3. Tiền gửi và cho vay các TCTD khác,3. Tiền gửi và cho vay các TCTD khác,3. Tiền gửi và cho vay các TCTD khác,6.992.432,8.167.005,-,-,-,-,4.902.373,2.429.048,11.894.805,10.596.053,6992432.0,8167005.0,,,,,4902373.0,2429048.0,11894805.0,10596053.0
4. Chứng khoán kinh doanh,4. Chứng khoán kinh doanh,4. Chứng khoán kinh doanh,4.768.290,8.528.001,-,-,-,-,-,-,4.768.290,8.528.001,4768290.0,8528001.0,,,,,,,4768290.0,8528001.0
5. Các công cụ tài chính phải sinh và các tài sản tài chính khác,5. Các công cụ tài chính phải sinh và các tài sản tài chính khác,5. Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,-,-,103.023,5.097,-,-,103.023,5.097,,,,,103023.0,5097.0,,,103023.0,5097.0
6. Cho vay khách hàng,6. Cho vay khách hàng,6. Cho vay khách hàng,94.120.600,84.598.379,-,-,-,-,-,-,94.120.600,84.598.379,94120600.0,84598379.0,,,,,,,94120600.0,84598379.0
7. Chứng khoán đầu tư,7. Chứng khoán đầu tư,7. Chứng khoán đầu tư,12.839.884,11.745.780,136.500,136.500,-,-,-,-,12.976.384,11.882.280,12839884.0,11745780.0,136500.0,136500.0,,,,,12976384.0,11882280.0
"8. Góp vốn, đầu tư dài hạn","8. Góp vốn, đầu tư dài hạn","8. Góp vốn, đầu tư dài hạn",-,-,289.845,289.845,-,-,-,-,289.845,289.845,,,289845.0,289845.0,,,,,289845.0,289845.0
9. Tài sản cố định,9. Tài sản cố định,9. Tài sản cố định,-,-,-,-,-,-,759.465,756.340,759.465,756.340,,,,,,,759465.0,756340.0,759465.0,756340.0
10. Tài sản Có khác,10. Tài sản Có khác,10. Tài sản Có khác,2.886.365,2.413.000,-,-,218,25.595,712.333,225.665,3.598.916,2.664.260,2886365.0,2413000.0,,,218.0,25595.0,712333.0,225665.0,3598916.0,2664260.0
IV. Nợ phải trả,IV. Nợ phải trả,IV. Nợ phải trả,118.656.610,110.604.602,-,-,-,-,477.003,259.337,119.133.613,110.863.939,118656610.0,110604602.0,,,,,477003.0,259337.0,119133613.0,110863939.0
1. Các khoản nợ Chính phủ và Ngân hàng Nhà nước,1. Các khoản nợ Chính phủ và Ngân hàng Nhà nước,1. Các khoản nợ Chính phủ và Ngân hàng Nhà nước,52.584,95.504,-,-,-,-,-,-,52.584,95.504,52584.0,95504.0,,,,,,,52584.0,95504.0
2. Tiền gửi và vay các tổ chức tín dụng khác,2. Tiền gửi và vay các tổ chức tín dụng khác,2. Tiền gửi và vay các tổ chức tín dụng khác,11.090.139,9.086.568,-,-,-,-,-,-,11.090.139,9.086.568,11090139.0,9086568.0,,,,,,,11090139.0,9086568.0
3. Tiền gửi của khách hàng,3. Tiền gửi của khách hàng,3. Tiền gửi của khách hàng,97.044.697,93.560.113,-,-,-,-,-,-,97.044.697,93.560.113,97044697.0,93560113.0,,,,,,,97044697.0,93560113.0
"4. Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","4. Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","4. Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",3.120,3.671,-,-,-,-,-,-,3.120,3.671,3120.0,3671.0,,,,,,,3120.0,3671.0
5. Phát hành giấy tờ có giá,5. Phát hành giấy tờ có giá,5. Phát hành giấy tờ có giá,7.837.881,5.313.965,-,-,-,-,-,-,7.837.881,5.313.965,7837881.0,5313965.0,,,,,,,7837881.0,5313965.0
6. Các khoản nợ khác,6. Các khoản nợ khác,6. Các khoản nợ khác,2.628.189,2.544.781,-,-,-,-,477.003,259.337,3.105.192,2.804.118,2628189.0,2544781.0,,,,,477003.0,259337.0,3105192.0,2804118.0
