row_label_raw,row_label_full,Khu vực,Cho vay khách hàng và cho vay TCTD khác,Tiền gửi và tiền vay từ khách hàng và các TCTD khác,Các cam kết tín dụng,CCTC phái sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán,numeric__Cho vay khách hàng và cho vay TCTD khác,numeric__Tiền gửi và tiền vay từ khách hàng và các TCTD khác,numeric__Các cam kết tín dụng,numeric__CCTC phái sinh (Tổng giá trị giao dịch theo hợp đồng),numeric__Kinh doanh và đầu tư chứng khoán
Khu vực,Khu vực,Khu vực,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Trong nước,Khu vực > Trong nước,Trong nước,94.978.178,108.134.836,1.220.854,103.023,17.744.674,94978178.0,108134836.0,1220854.0,103023.0,17744674.0
Trong nước,Khu vực > Trong nước,Trong nước,94.978.178,108.134.836,1.220.854,103.023,17.744.674,94978178.0,108134836.0,1220854.0,103023.0,17744674.0
