row_label_raw,row_label_full,col_0,Dự phòng phải thu ngắn hạn khó đòi,Chỉ phí trích trước chưa có hóa đơn,Khác,Tổng cộng,numeric__Dự phòng phải thu ngắn hạn khó đòi,numeric__Chỉ phí trích trước chưa có hóa đơn,numeric__Khác,numeric__Tổng cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 01/01/2018,Tại ngày 01/01/2018,Tại ngày 01/01/2018,12.344.776.946,55.915.670.339,5.957.948.713,74.218.395.998,12344776946.0,55915670339.0,5957948713.0,74218395998.0
Ghi nhận trong năm,Ghi nhận trong năm,Ghi nhận trong năm,(5.630.910.495),(10.384.531.385),1.022.707.784,(14.992.734.096),-5630910495.0,-10384531385.0,1022707784.0,-14992734096.0
Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,6.713.866.451,45.531.138.954,6.980.656.497,59.225.661.902,6713866451.0,45531138954.0,6980656497.0,59225661902.0
Ghi nhận trong năm,Ghi nhận trong năm,Ghi nhận trong năm,(6.343.891.155),18.966.468.468,864.509.295,13.487.086.608,-6343891155.0,18966468468.0,864509295.0,13487086608.0
Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,369.975.296,64.497.607.422,7.845.165.792,72.712.748.510,369975296.0,64497607422.0,7845165792.0,72712748510.0
