row_label_raw,row_label_full,col_0,Năm nay,Năm nay_1,Năm nay_2,Năm trước,Năm trước_1,Năm trước_2,numeric__Năm nay,numeric__Năm nay_1,numeric__Năm nay_2,numeric__Năm trước,numeric__Năm trước_1,numeric__Năm trước_2
,,,VND,VND,VND,VND,VND,VND,,,,,,
,,,Doanh thu,Chi phí,Lợi nhuận/(lỗ)sau thuế TNDN,Doanh thu,Chi phí,Lợi nhuận/(lỗ)sau thuế TNDN,,,,,,
Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,Tình hình hoạt động của Công ty con trong năm,,,,,,
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,1.947.565.606.154,1.921.772.891.784,15.566.501.627,2.369.077.025.946,2.336.162.873.693,13.328.051.342,1947565606154.0,1921772891784.0,15566501627.0,2369077025946.0,2336162873693.0,13328051342.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,1.805.466.854.941,1.789.348.203.144,5.989.567.878,2.304.809.158.493,2.282.906.720.260,10.990.438.272,1805466854941.0,1789348203144.0,5989567878.0,2304809158493.0,2282906720260.0,10990438272.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,1.941.733.128.416,1.910.859.815.350,10.889.536.363,2.414.696.780.857,2.364.754.791.679,12.898.242.804,1941733128416.0,1910859815350.0,10889536363.0,2414696780857.0,2364754791679.0,12898242804.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Tình hình hoạt động của Công ty con trong năm > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,1.395.269.113.959,1.367.191.651.186,12.180.578.409,1.533.666.487.168,1.509.999.906.438,14.306.200.030,1395269113959.0,1367191651186.0,12180578409.0,1533666487168.0,1509999906438.0,14306200030.0
Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,Tình hình hoạt động của Công ty liên kết trong năm,,,,,,
Công ty Cổ phần Phát triển Đỗ thị Dầu khí (1),Tình hình hoạt động của Công ty liên kết trong năm > Công ty Cổ phần Phát triển Đỗ thị Dầu khí (1),Công ty Cổ phần Phát triển Đỗ thị Dầu khí (1),-,2.254.684.966,(12.554.010.232),9.651.711.220,29.842.021.251,(38.488.416.277),,2254684966.0,-12554010232.0,9651711220.0,29842021251.0,-38488416277.0
Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí (2),Tình hình hoạt động của Công ty liên kết trong năm > Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí (2),Công ty Cổ phần Hóa đầu và Xơ sợi Dầu khí (2),54.763.566.757,73.643.105.998,(605.954.031.846),50.862.157.771,68.328.514.738,(700.303.837.920),54763566757.0,73643105998.0,-605954031846.0,50862157771.0,68328514738.0,-700303837920.0
Công ty Cổ phần Bao bì Đạm Phú Mỹ,Tình hình hoạt động của Công ty liên kết trong năm > Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,356.259.482.424,342.074.291.992,3.912.614.846,447.932.184.229,429.792.493.360,8.644.618.128,356259482424.0,342074291992.0,3912614846.0,447932184229.0,429792493360.0,8644618128.0
