row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,100,,5.355.844.463.509,4.554.288.812.002,100.0,,5355844463509.0,4554288812002.0
I. Tiên và các khoản tương đương tiền,I. Tiên và các khoản tương đương tiền,I. Tiên và các khoản tương đương tiền,110,4,2.758.198.902.186,1.511.425.771.910,110.0,4.0,2758198902186.0,1511425771910.0
1. Tiền,1. Tiền,1. Tiền,111,,244.198.902.186,177.425.771.910,111.0,,244198902186.0,177425771910.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,2.514.000.000.000,1.334.000.000.000,112.0,,2514000000000.0,1334000000000.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,5,975.000.000.000,825.000.000.000,120.0,5.0,975000000000.0,825000000000.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,,975.000.000.000,825.000.000.000,123.0,,975000000000.0,825000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,183.484.184.864,535.931.051.479,130.0,,183484184864.0,535931051479.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,6,131.829.109.353,470.328.245.626,131.0,6.0,131829109353.0,470328245626.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,7,35.653.031.943,49.223.730.472,132.0,7.0,35653031943.0,49223730472.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,8,249.143.385.150,249.619.892.780,136.0,8.0,249143385150.0,249619892780.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,9,(233.576.422.659),(233.576.422.659),137.0,9.0,-233576422659.0,-233576422659.0
5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,5. Tài sản thiếu chờ xử lý,139,,435.081.077,335.605.260,139.0,,435081077.0,335605260.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,10,1.147.720.909.042,1.366.033.553.207,140.0,10.0,1147720909042.0,1366033553207.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,1.162.821.693.099,1.366.033.553.207,141.0,,1162821693099.0,1366033553207.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(15.100.784.057),-,149.0,,-15100784057.0,
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,291.440.467.417,315.898.435.406,150.0,,291440467417.0,315898435406.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,11,29.276.630.723,53.281.725.703,151.0,11.0,29276630723.0,53281725703.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,257.326.042.539,258.031.179.931,152.0,,257326042539.0,258031179931.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,19,4.837.794.155,4.585.529.772,153.0,19.0,4837794155.0,4585529772.0
