row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,VND,VND,VND,VND,,,,
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,275.176.176.470,-,493.952.468.210,-,275176176470.0,,493952468210.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",394.867.677.394,-,354.525.480.392,-,394867677394.0,,354525480392.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",6.231.088.940,-,9.474.511.905,-,6231088940.0,,9474511905.0,
"Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang","Chi phí sản xuất, kinh doanh dở dang",31.336.345.678,-,52.402.311.756,-,31336345678.0,,52402311756.0,
Thành phẩm,Thành phẩm,Thành phẩm,309.132.971.343,(15.100.784.057),216.937.379.534,-,309132971343.0,-15100784057.0,216937379534.0,
Hàng hoá,Hàng hoá,Hàng hoá,146.077.433.274,-,238.741.401.410,-,146077433274.0,,238741401410.0,
Cộng Hàng tồn kho,Cộng Hàng tồn kho,Cộng Hàng tồn kho,1.162.821.693.099,-,1.366.033.553.207,-,1162821693099.0,,1366033553207.0,
"Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn","Thiết bị, vật tư, phụ tùng thay thế dài hạn",148.991.115.516,-,109.307.114.725,-,148991115516.0,,109307114725.0,
Cộng,Cộng,Cộng,1.311.812.808.615,(15.100.784.057),1.475.340.667.932,-,1311812808615.0,-15100784057.0,1475340667932.0,
