row_label_raw,row_label_full,Chi phí nhân viên quản lý,123.790.662.272,111.551.673.388,numeric__123.790.662.272,numeric__111.551.673.388
Phí sử dụng dịch vụ của Tập đoàn,Phí sử dụng dịch vụ của Tập đoàn,Phí sử dụng dịch vụ của Tập đoàn,-,31.270.942.898,,31270942898.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,73.377.352.589,81.459.037.014,73377352589.0,81459037014.0
Các khoản chi phí quản lý doanh nghiệp khác,Các khoản chi phí quản lý doanh nghiệp khác,Các khoản chi phí quản lý doanh nghiệp khác,143.428.984.717,183.178.530.554,143428984717.0,183178530554.0
,,,340.596.999.578,407.460.183.846,340596999578.0,407460183846.0
