row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,27,6.945.236.005.613,9.063.907.004.877,,1.0,27.0,6945236005613.0,9063907004877.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,27,112.464.017.049,213.713.864.228,,2.0,27.0,112464017049.0,213713864228.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,6.832.771.988.564,8.850.193.140.649,,10.0,,6832771988564.0,8850193140649.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,28,5.679.661.967.530,7.193.487.154.286,,11.0,28.0,5679661967530.0,7193487154286.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.153.110.021.034,1.656.705.986.363,,20.0,,1153110021034.0,1656705986363.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,30,166.775.066.215,151.312.563.153,,21.0,30.0,166775066215.0,151312563153.0
7.,7.,7.,Chi phí tài chính,22,31,107.047.900.173,73.676.565.185,,22.0,31.0,107047900173.0,73676565185.0
,,,- Trong đó: Chi phí lãi vay,23,,106.308.792.980,62.465.039.341,,23.0,,106308792980.0,62465039341.0
8.,8.,8.,Chi phí bán hàng,25,32,436.866.130.673,478.223.468.443,,25.0,32.0,436866130673.0,478223468443.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,32,340.596.999.578,407.460.183.846,,26.0,32.0,340596999578.0,407460183846.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,435.374.056.825,848.658.332.042,,30.0,,435374056825.0,848658332042.0
11.,11.,11.,Thu nhập khác,31,,6.539.079.707,15.837.660.619,,31.0,,6539079707.0,15837660619.0
12.,12.,12.,Chi phí khác,32,,6.377.609.445,1.344.560.318,,32.0,,6377609445.0,1344560318.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,,161.470.262,14.493.100.301,,40.0,,161470262.0,14493100301.0
14.,14.,14.,Tổng lợi nhuận kể toán trước thuế (50=30+40),50,,435.535.527.087,863.151.432.343,,50.0,,435535527087.0,863151432343.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,33,78.592.670.064,132.953.824.668,,51.0,33.0,78592670064.0,132953824668.0
16.,16.,16.,(Thu nhập)/Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,16,(13.487.086.608),14.992.734.096,,52.0,16.0,-13487086608.0,14992734096.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,370.429.943.631,715.204.873.579,,60.0,,370429943631.0,715204873579.0
