row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",,
Tổng Công ty Khí Việt Nam - Công ty Cổ phần,"Mua hàng hóa, dịch vụ > Tổng Công ty Khí Việt Nam - Công ty Cổ phần",Tổng Công ty Khí Việt Nam - Công ty Cổ phần,2.218.029.708.065,2.848.063.774.202,2218029708065.0,2848063774202.0
Công ty Cổ Phăn Bao bì Đạm Phú Mỹ,"Mua hàng hóa, dịch vụ > Công ty Cổ Phăn Bao bì Đạm Phú Mỹ",Công ty Cổ Phăn Bao bì Đạm Phú Mỹ,166.345.362.250,220.522.762.310,166345362250.0,220522762310.0
Công ty Cổ phần PVI,"Mua hàng hóa, dịch vụ > Công ty Cổ phần PVI",Công ty Cổ phần PVI,33.424.440.803,101.026.155.696,33424440803.0,101026155696.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miễn Trung,"Mua hàng hóa, dịch vụ > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miễn Trung",Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miễn Trung,26.231.753.730,30.124.697.182,26231753730.0,30124697182.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miễn Bắc,"Mua hàng hóa, dịch vụ > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miễn Bắc",Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miễn Bắc,22.230.844.772,24.387.137.391,22230844772.0,24387137391.0
Công ty Cổ phần Càng Dịch Vụ Dầu Khí Tổng Hợp Phú Mỹ,"Mua hàng hóa, dịch vụ > Công ty Cổ phần Càng Dịch Vụ Dầu Khí Tổng Hợp Phú Mỹ",Công ty Cổ phần Càng Dịch Vụ Dầu Khí Tổng Hợp Phú Mỹ,22.696.772.612,29.060.222.731,22696772612.0,29060222731.0
Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,"Mua hàng hóa, dịch vụ > Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam",Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,11.457.350.503,8.454.255.212,11457350503.0,8454255212.0
Tổng Công ty Cổ phần Vận tải Dầu khí,"Mua hàng hóa, dịch vụ > Tổng Công ty Cổ phần Vận tải Dầu khí",Tổng Công ty Cổ phần Vận tải Dầu khí,11.618.038.061,14.092.573.983,11618038061.0,14092573983.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,"Mua hàng hóa, dịch vụ > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ",Công ty Cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,12.934.432.098,30.321.597.156,12934432098.0,30321597156.0
Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,"Mua hàng hóa, dịch vụ > Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ",Công ty Cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,16.113.662.517,16.475.714.993,16113662517.0,16475714993.0
Tổng Công ty Dầu Việt Nam - CTCP (PVOil),"Mua hàng hóa, dịch vụ > Tổng Công ty Dầu Việt Nam - CTCP (PVOil)",Tổng Công ty Dầu Việt Nam - CTCP (PVOil),7.669.212.714,32.307.506,7669212714.0,32307506.0
Tổng Công ty Bảo Dương - Sửa chữa Công trình Dầu khí - CTCP (PVMR),"Mua hàng hóa, dịch vụ > Tổng Công ty Bảo Dương - Sửa chữa Công trình Dầu khí - CTCP (PVMR)",Tổng Công ty Bảo Dương - Sửa chữa Công trình Dầu khí - CTCP (PVMR),3.201.325.000,8.091.328.665,3201325000.0,8091328665.0
Công ty TNHH MTV Kiểm định Kỹ thuật An toàn Dầu khí Việt Nam,"Mua hàng hóa, dịch vụ > Công ty TNHH MTV Kiểm định Kỹ thuật An toàn Dầu khí Việt Nam",Công ty TNHH MTV Kiểm định Kỹ thuật An toàn Dầu khí Việt Nam,1.634.326.649,5.665.142.625,1634326649.0,5665142625.0
Viện Dầu khí Việt Nam,"Mua hàng hóa, dịch vụ > Viện Dầu khí Việt Nam",Viện Dầu khí Việt Nam,643.529.170,1.247.374.610,643529170.0,1247374610.0
Tổng Công ty Cổ phần Dịch vụ tổng hợp đầu khí (Petrosetco),"Mua hàng hóa, dịch vụ > Tổng Công ty Cổ phần Dịch vụ tổng hợp đầu khí (Petrosetco)",Tổng Công ty Cổ phần Dịch vụ tổng hợp đầu khí (Petrosetco),42.012.960,13.039.616.559,42012960.0,13039616559.0
Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam (PTSC),"Mua hàng hóa, dịch vụ > Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam (PTSC)",Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam (PTSC),-,537.002.414.894,,537002414894.0
Công ty TNHH Dịch Vụ Kỹ Thuật Dầu Khí Biển PVD,"Mua hàng hóa, dịch vụ > Công ty TNHH Dịch Vụ Kỹ Thuật Dầu Khí Biển PVD",Công ty TNHH Dịch Vụ Kỹ Thuật Dầu Khí Biển PVD,-,8.215.312.094,,8215312094.0
,,,2.554.272.771.904,3.895.822.387.809,2554272771904.0,3895822387809.0
