row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị,31/12/2024 > Dự phòng,01/01/2024 > Giá trị,01/01/2024 > Dự phòng,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Dự phòng,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Dự phòng
,,,VND,VND,VND,VND,,,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,956.031.069.761,-,1.008.808.364.990,-,956031069761.0,,1008808364990.0,
Tạm ứng,Tạm ứng,Tạm ứng,3.886.871.463,-,3.676.653.088,-,3886871463.0,,3676653088.0,
"Ký cược, ký quỹ (9.1)","Ký cược, ký quỹ (9.1)","Ký cược, ký quỹ (9.1)",523.282.173.779,-,361.350.000.000,-,523282173779.0,,361350000000.0,
Lãi dự thu,Lãi dự thu,Lãi dự thu,747.552.903,-,1.043.671.233,-,747552903.0,,1043671233.0,
"Phải thu lãi hợp đồng hợp tác kinh doanh, lãi cho vay (9.2)","Phải thu lãi hợp đồng hợp tác kinh doanh, lãi cho vay (9.2)","Phải thu lãi hợp đồng hợp tác kinh doanh, lãi cho vay (9.2)",106.140.651.509,-,72.868.333.333,-,106140651509.0,,72868333333.0,
Khoản chi hộ Công ty TNHH Giao Hường Xanh (*),Khoản chi hộ Công ty TNHH Giao Hường Xanh (*),Khoản chi hộ Công ty TNHH Giao Hường Xanh (*),60.598.404.304,-,60.598.404.304,-,60598404304.0,,60598404304.0,
Phải thu thanh toán theo tiến độ hợp đồng,Phải thu thanh toán theo tiến độ hợp đồng,Phải thu thanh toán theo tiến độ hợp đồng,-,-,58.990.230.064,-,,,58990230064.0,
Phải thu liên quan đến hợp đồng hợp tác kinh doanh (9.3),Phải thu liên quan đến hợp đồng hợp tác kinh doanh (9.3),Phải thu liên quan đến hợp đồng hợp tác kinh doanh (9.3),256.500.000.000,-,445.500.000.000,-,256500000000.0,,445500000000.0,
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,4.875.415.803,-,4.781.072.968,-,4875415803.0,,4781072968.0,
Dài hạn,Dài hạn,Dài hạn,4.601.866.329.350,-,3.798.313.723.310,-,4601866329350.0,,3798313723310.0,
"Ký cược, ký quỹ (9.1)","Ký cược, ký quỹ (9.1)","Ký cược, ký quỹ (9.1)",71.766.329.350,-,74.313.723.310,-,71766329350.0,,74313723310.0,
Phải thu liên quan đến hợp đồng hợp tác kinh doanh (9.3),Phải thu liên quan đến hợp đồng hợp tác kinh doanh (9.3),Phải thu liên quan đến hợp đồng hợp tác kinh doanh (9.3),4.530.100.000.000,-,3.724.000.000.000,-,4530100000000.0,,3724000000000.0,
Cộng,Cộng,Cộng,5.557.897.399.111,-,4.807.122.088.300,-,5557897399111.0,,4807122088300.0,
