row_label_raw,row_label_full,col_0,Year 2024,Year 2023,numeric__Year 2024,numeric__Year 2023
,,,VND,VND,,
Labour cost,Labour cost,Labour cost,"24,225,594,426","22,694,871,703",,
Cost of managerial material,Cost of managerial material,Cost of managerial material,"233,020,977","399,391,769",,
Depreciation expense,Depreciation expense,Depreciation expense,"422,519,841","316,600,056",,
"Taxes, fees and charge","Taxes, fees and charge","Taxes, fees and charge","38,000,000","38,000,000",,
Outsourced services expense,Outsourced services expense,Outsourced services expense,"7,404,079,379","8,863,603,163",,
Other cash expense,Other cash expense,Other cash expense,"98,301,300","111,650,865",,
Total,Total,Total,"32,421,515,923","32,424,117,556",,
In which: Remuneration of Board of Supervisors,In which: Remuneration of Board of Supervisors,In which: Remuneration of Board of Supervisors,"216,000,000","216,000,000",,
