row_label_raw,row_label_full,col_0,Year 2024,Year 2023,numeric__Year 2024,numeric__Year 2023
,,,VND,VND,,
Bank interest,Bank interest,Bank interest,"2,253,565,396","2,662,783,337",,
"Loan interests, Interest from business corporation contract","Loan interests, Interest from business corporation contract","Loan interests, Interest from business corporation contract","250,273,500,000","280,148,333,333",,
Total,Total,Total,"252,527,065,396","282,811,116,670",,
