row_label_raw,row_label_full,col_0,31/12/2024,31/12/2024_1,01/01/2024,01/01/2024_1,numeric__31/12/2024,numeric__31/12/2024_1,numeric__01/01/2024,numeric__01/01/2024_1
,,,Value,Provision,Value,Provision,,,,
,,,VND,VND,VND,VND,,,,
Short-term,Short-term,Short-term,"956,031,069,761",-,"1,008,808,364,990",-,,,,
Advance to staff,Advance to staff,Advance to staff,"3,886,871,463",-,"3,676,653,088",-,,,,
Short-term deposits (9.1),Short-term deposits (9.1),Short-term deposits (9.1),"523,282,173,779",-,"361,350,000,000",-,,,,
Interest accrued,Interest accrued,Interest accrued,"747,552,903",-,"1,043,671,233",-,,,,
Interest receivable from business cooperation contracts and loan interest (9.2),Interest receivable from business cooperation contracts and loan interest (9.2),Interest receivable from business cooperation contracts and loan interest (9.2),"106,140,651,509",-,"72,868,333,333",-,,,,
"Payment on behalf of Green Symphony Co., Ltd (*)","Payment on behalf of Green Symphony Co., Ltd (*)","Payment on behalf of Green Symphony Co., Ltd (*)","60,598,404,304",-,"60,598,404,304",-,,,,
Receivable payment according to the contract progress,Receivable payment according to the contract progress,Receivable payment according to the contract progress,-,-,"58,990,230,064",-,,,,
Receivables related to business cooperation contracts (9.3),Receivables related to business cooperation contracts (9.3),Receivables related to business cooperation contracts (9.3),"256,500,000,000",-,"445,500,000,000",-,,,,
Others,Others,Others,"4,875,415,803",-,"4,781,072,968",-,,,,
Long-term,Long-term,Long-term,"4,601,866,329,350",-,"3,798,313,723,310",-,,,,
Long-term deposits (9.1),Long-term deposits (9.1),Long-term deposits (9.1),"71,766,329,350",-,"74,313,723,310",-,,,,
Receivables related to business cooperation contracts (9.3),Receivables related to business cooperation contracts (9.3),Receivables related to business cooperation contracts (9.3),"4,530,100,000,000",-,"3,724,000,000,000",-,,,,
Total,Total,Total,"5,557,897,399,111",-,"4,807,122,088,300",-,,,,
