row_label_raw,row_label_full,Related parties,Relationship,numeric__Relationship
"Khai Hoan Group Co., Ltd.","Khai Hoan Group Co., Ltd.","Khai Hoan Group Co., Ltd.",A major member contribute capital of this company is the chairman of Khai Hoan Land.,
"Khai Hoan - Vung Tau Group Co.,Ltd","Khai Hoan - Vung Tau Group Co.,Ltd","Khai Hoan - Vung Tau Group Co.,Ltd","A subsidiary of Khai Hoan Group Co., Ltd",
Khai Minh Land Real Estate JSC,Khai Minh Land Real Estate JSC,Khai Minh Land Real Estate JSC,No longer a related party as of 11/22/2024,
"Agency Community Co., Ltd","Agency Community Co., Ltd","Agency Community Co., Ltd",No longer a related party as of 05/03/2024,
"Green Symphony Co., Ltd","Green Symphony Co., Ltd","Green Symphony Co., Ltd",Mr. Dinh Hoang Tam is a capital contributor of this company,
Mrs. Tran Thi Thu Huong,Mrs. Tran Thi Thu Huong,Mrs. Tran Thi Thu Huong,"Major shareholder, Mr. Nguyen Khai Hoan's wife",
Mrs. Nguyen Thi Le Thuy,Mrs. Nguyen Thi Le Thuy,Mrs. Nguyen Thi Le Thuy,Mr. Nguyen Khai Hoan's sister,
Mr. Dinh Hoang Tam,Mr. Dinh Hoang Tam,Mr. Dinh Hoang Tam,Mr. Nguyen Khai Hoan's brother,
