row_label_raw,row_label_full,col_0,Chartered Capital,Capital Surplus,Retained Earnings,Total,numeric__Chartered Capital,numeric__Capital Surplus,numeric__Retained Earnings,numeric__Total
,,,VND,VND,VND,VND,,,,
As at 01/01/2023,As at 01/01/2023,As at 01/01/2023,"4,494,352,050,000","13,054,455,000","632,440,368,034","5,139,846,873,034",,,,
Profit for the year,Profit for the year,Profit for the year,-,,"25,361,139,253","25,361,139,253",,,,
As at 01/01/2024,As at 01/01/2024,As at 01/01/2024,"4,494,352,050,000","13,054,455,000","657,801,507,287","5,165,208,012,287",,,,
Profit for the year,Profit for the year,Profit for the year,-,-,"54,626,254,024","54,626,254,024",,,,
As at 31/12/2024,As at 31/12/2024,As at 31/12/2024,"4,494,352,050,000","13,054,455,000","712,427,761,311","5,219,834,266,311",,,,
