row_label_raw,row_label_full,col_0,Năm 2024,Năm 2023,numeric__Năm 2024,numeric__Năm 2023
,,,VND,VND,,
Công ty Cổ phần Bất động sản Khải Minh Land (tính đến thời điểm là bên liên quan),Công ty Cổ phần Bất động sản Khải Minh Land (tính đến thời điểm là bên liên quan),Công ty Cổ phần Bất động sản Khải Minh Land (tính đến thời điểm là bên liên quan),Công ty Cổ phần Bất động sản Khải Minh Land (tính đến thời điểm là bên liên quan),Công ty Cổ phần Bất động sản Khải Minh Land (tính đến thời điểm là bên liên quan),,
- Chuyển tiền hợp tác kinh doanh,Công ty Cổ phần Bất động sản Khải Minh Land (tính đến thời điểm là bên liên quan) > - Chuyển tiền hợp tác kinh doanh,- Chuyển tiền hợp tác kinh doanh,3.600.000.000,400.000.000.000,3600000000.0,400000000000.0
- Nhận lại tiền hợp đồng hợp tác kinh doanh,Công ty Cổ phần Bất động sản Khải Minh Land (tính đến thời điểm là bên liên quan) > - Nhận lại tiền hợp đồng hợp tác kinh doanh,- Nhận lại tiền hợp đồng hợp tác kinh doanh,-,90.000.000.000,,90000000000.0
- Thu lãi hợp đồng hợp tác kinh doanh,Công ty Cổ phần Bất động sản Khải Minh Land (tính đến thời điểm là bên liên quan) > - Thu lãi hợp đồng hợp tác kinh doanh,- Thu lãi hợp đồng hợp tác kinh doanh,105.161.181.824,139.600.000.000,105161181824.0,139600000000.0
- Dòng tiền chỉ hộ,Công ty Cổ phần Bất động sản Khải Minh Land (tính đến thời điểm là bên liên quan) > - Dòng tiền chỉ hộ,- Dòng tiền chỉ hộ,-,32.002.000.000,,32002000000.0
- Dòng tiền thu hộ,Công ty Cổ phần Bất động sản Khải Minh Land (tính đến thời điểm là bên liên quan) > - Dòng tiền thu hộ,- Dòng tiền thu hộ,-,7.785.000.000,,7785000000.0
Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu,Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu,Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu,Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu,Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu,,
- Thu lãi hợp đồng hợp tác kinh doanh,Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu > - Thu lãi hợp đồng hợp tác kinh doanh,- Thu lãi hợp đồng hợp tác kinh doanh,30.300.000.000,13.000.000.000,30300000000.0,13000000000.0
- Đầu tư hợp tác kinh doanh,Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu > - Đầu tư hợp tác kinh doanh,- Đầu tư hợp tác kinh doanh,-,500.000.000.000,,500000000000.0
Công ty TNHH Giao Hường Xanh,Công ty TNHH Giao Hường Xanh,Công ty TNHH Giao Hường Xanh,Công ty TNHH Giao Hường Xanh,Công ty TNHH Giao Hường Xanh,,
- Dòng tiền chỉ hộ,Công ty TNHH Giao Hường Xanh > - Dòng tiền chỉ hộ,- Dòng tiền chỉ hộ,-,1.174.000.000,,1174000000.0
- Dòng tiền thu hộ,Công ty TNHH Giao Hường Xanh > - Dòng tiền thu hộ,- Dòng tiền thu hộ,-,168.000.000.000,,168000000000.0
- Chuyển tiền hợp tác kinh doanh,Công ty TNHH Giao Hường Xanh > - Chuyển tiền hợp tác kinh doanh,- Chuyển tiền hợp tác kinh doanh,312.500.000.000,440.000.000.000,312500000000.0,440000000000.0
- Thu hồi hợp đồng hợp tác kinh doanh,Công ty TNHH Giao Hường Xanh > - Thu hồi hợp đồng hợp tác kinh doanh,- Thu hồi hợp đồng hợp tác kinh doanh,-,800.000.000.000,,800000000000.0
- Thu lãi hợp đồng hợp tác kinh doanh,Công ty TNHH Giao Hường Xanh > - Thu lãi hợp đồng hợp tác kinh doanh,- Thu lãi hợp đồng hợp tác kinh doanh,-,56.000.000.000,,56000000000.0
Công ty TNHH Cộng đồng Môi giới (tính đến thời điểm là bên liên quan),Công ty TNHH Cộng đồng Môi giới (tính đến thời điểm là bên liên quan),Công ty TNHH Cộng đồng Môi giới (tính đến thời điểm là bên liên quan),Công ty TNHH Cộng đồng Môi giới (tính đến thời điểm là bên liên quan),Công ty TNHH Cộng đồng Môi giới (tính đến thời điểm là bên liên quan),,
- Nhận lại tiền hợp đồng hợp tác kinh doanh,Công ty TNHH Cộng đồng Môi giới (tính đến thời điểm là bên liên quan) > - Nhận lại tiền hợp đồng hợp tác kinh doanh,- Nhận lại tiền hợp đồng hợp tác kinh doanh,4.455.000.000,327.500.000.000,4455000000.0,327500000000.0
- Thu lãi hợp đồng hợp tác kinh doanh,Công ty TNHH Cộng đồng Môi giới (tính đến thời điểm là bên liên quan) > - Thu lãi hợp đồng hợp tác kinh doanh,- Thu lãi hợp đồng hợp tác kinh doanh,-,38.000.000.000,,38000000000.0
