row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Thặng dư vốn cổ phần,Lợi nhuận sau thuế chưa phân phối,Cộng,numeric__Vốn góp của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 01/01/2023,Tại ngày 01/01/2023,Tại ngày 01/01/2023,4.494.352.050.000,13.054.455.000,632.440.368.034,5.139.846.873.034,4494352050000.0,13054455000.0,632440368034.0,5139846873034.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,25.361.139.253,25.361.139.253,,,25361139253.0,25361139253.0
Tại ngày 01/01/2024,Tại ngày 01/01/2024,Tại ngày 01/01/2024,4.494.352.050.000,13.054.455.000,657.801.507.287,5.165.208.012.287,4494352050000.0,13054455000.0,657801507287.0,5165208012287.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,54.626.254.024,54.626.254.024,,,54626254024.0,54626254024.0
Tại ngày 31/12/2024,Tại ngày 31/12/2024,Tại ngày 31/12/2024,4.494.352.050.000,13.054.455.000,712.427.761.311,5.219.834.266.311,4494352050000.0,13054455000.0,712427761311.0,5219834266311.0
