row_label_raw,row_label_full,20.2. Short-term and long-term loan,20.2. Short-term and long-term loan_1,20.2. Short-term and long-term loan_2,20.2. Short-term and long-term loan_3,20.2. Short-term and long-term loan_4,20.2. Short-term and long-term loan_5,20.2. Short-term and long-term loan_6,20.2. Short-term and long-term loan_7,col_8,numeric__20.2. Short-term and long-term loan_1,numeric__20.2. Short-term and long-term loan_2,numeric__20.2. Short-term and long-term loan_3,numeric__20.2. Short-term and long-term loan_4,numeric__20.2. Short-term and long-term loan_5,numeric__20.2. Short-term and long-term loan_6,numeric__20.2. Short-term and long-term loan_7,numeric__col_8
,,,,,01/01/2024,01/01/2024,Movement during the year,Movement during the year,31/12/2024,31/12/2024,,,,,,,,
,,,,,Amount,Repayment capacity amount,Increase,Decrease,Amount,Repayment capacity amount,,,,,,,,
,,,,,VND,VND,VND,VND,VND,VND,,,,,,,,
Short-term,Short-term,Short-term,Short-term,Short-term,"165,000,000,000","165,000,000,000","92,788,000,000","55,231,293,496","202,556,706,504","202,556,706,504",,,,,,,,
Saigon-Hanoi Commercial Joint Stock Bank - Dong Do Branch,Saigon-Hanoi Commercial Joint Stock Bank - Dong Do Branch,Saigon-Hanoi Commercial Joint Stock Bank - Dong Do Branch,Saigon-Hanoi Commercial Joint Stock Bank - Dong Do Branch,Saigon-Hanoi Commercial Joint Stock Bank - Dong Do Branch,"165,000,000,000","165,000,000,000",-,"47,231,293,496","117,768,706,504","117,768,706,504",,,,,,,,
Personal loan,Personal loan,Personal loan,Personal loan,Personal loan,-,-,"92,788,000,000","8,000,000,000","84,788,000,000","84,788,000,000",,,,,,,,
Long-term,Long-term,Long-term,Long-term,Long-term,-,-,"100,457,000,000",-,"100,457,000,000","100,457,000,000",,,,,,,,
Personal loan,Personal loan,Personal loan,Personal loan,Personal loan,-,-,"100,457,000,000",-,"100,457,000,000","100,457,000,000",,,,,,,,
Total,Total,Total,Total,Total,"165,000,000,000","165,000,000,000","193,245,000,000","55,231,293,496","303,013,706,504","303,013,706,504",,,,,,,,
Details of short-term and long-term loan contracts,Details of short-term and long-term loan contracts,Details of short-term and long-term loan contracts,Details of short-term and long-term loan contracts,Details of short-term and long-term loan contracts,Details of short-term and long-term loan contracts,Details of short-term and long-term loan contracts,Details of short-term and long-term loan contracts,Details of short-term and long-term loan contracts,Details of short-term and long-term loan contracts,Details of short-term and long-term loan contracts,,,,,,,,
Contract,Contract,Contract,Credit limit,Balance at 31/12/2024,Loan term and purpose,Loan term and purpose,Loan term and purpose,Collateral,Collateral,Collateral,,,,,,,,
Saigon-Hanoi Commercial Joint Stock Bank - Dong Do Branch,Saigon-Hanoi Commercial Joint Stock Bank - Dong Do Branch,Saigon-Hanoi Commercial Joint Stock Bank - Dong Do Branch,Saigon-Hanoi Commercial Joint Stock Bank - Dong Do Branch,Saigon-Hanoi Commercial Joint Stock Bank - Dong Do Branch,Saigon-Hanoi Commercial Joint Stock Bank - Dong Do Branch,Saigon-Hanoi Commercial Joint Stock Bank - Dong Do Branch,Saigon-Hanoi Commercial Joint Stock Bank - Dong Do Branch,Saigon-Hanoi Commercial Joint Stock Bank - Dong Do Branch,Saigon-Hanoi Commercial Joint Stock Bank - Dong Do Branch,Saigon-Hanoi Commercial Joint Stock Bank - Dong Do Branch,,,,,,,,
No. 01.069/2022/HDTD-NH-PN/SHB.111400 dated 23 February 2022,No. 01.069/2022/HDTD-NH-PN/SHB.111400 dated 23 February 2022,No. 01.069/2022/HDTD-NH-PN/SHB.111400 dated 23 February 2022,VND302.4billion,"VND40,068,706,504",- The loan term is 12 months from the date of disbursement- Purpose 1: Borrowing to deposit real estate brokerage contract of Pho Noi project- Purpose 2: Borrowing to buy wholesale projects- Purpose 3: Borrowing to ensure the minimum revenue according to the brokerage contract,- The loan term is 12 months from the date of disbursement- Purpose 1: Borrowing to deposit real estate brokerage contract of Pho Noi project- Purpose 2: Borrowing to buy wholesale projects- Purpose 3: Borrowing to ensure the minimum revenue according to the brokerage contract,- The loan term is 12 months from the date of disbursement- Purpose 1: Borrowing to deposit real estate brokerage contract of Pho Noi project- Purpose 2: Borrowing to buy wholesale projects- Purpose 3: Borrowing to ensure the minimum revenue according to the brokerage contract,"- Collateral for purpose 1 is 28 properties at T&T Pho Noi project under the land use right mortgage contract No. 01.069/2022/HDTC-PN/SHB.111400 dated 23/02/2022; Collateral for purpose 2 are all products intended for wholesale purchase; Collateral for purpose 3, the remainder of 28 properties for purpose 1 and other additional assets if approved","- Collateral for purpose 1 is 28 properties at T&T Pho Noi project under the land use right mortgage contract No. 01.069/2022/HDTC-PN/SHB.111400 dated 23/02/2022; Collateral for purpose 2 are all products intended for wholesale purchase; Collateral for purpose 3, the remainder of 28 properties for purpose 1 and other additional assets if approved","- Collateral for purpose 1 is 28 properties at T&T Pho Noi project under the land use right mortgage contract No. 01.069/2022/HDTC-PN/SHB.111400 dated 23/02/2022; Collateral for purpose 2 are all products intended for wholesale purchase; Collateral for purpose 3, the remainder of 28 properties for purpose 1 and other additional assets if approved",,,,,,,,
No. 12.026/2022/HDDNH-PN/SHB.11140 dated 10 December 2022,No. 12.026/2022/HDDNH-PN/SHB.11140 dated 10 December 2022,No. 12.026/2022/HDDNH-PN/SHB.11140 dated 10 December 2022,VND 131billion,"VND77,700,000,000",- The loan term is 12 months from the date of disbursement- Purpose 1: Loan to buy 28 properties of Millenia Long Hau project; Purpose 2: Borrowing to offset real estate in which the company owns more than 30% of the contract of 28 purchased properties,- The loan term is 12 months from the date of disbursement- Purpose 1: Loan to buy 28 properties of Millenia Long Hau project; Purpose 2: Borrowing to offset real estate in which the company owns more than 30% of the contract of 28 purchased properties,- The loan term is 12 months from the date of disbursement- Purpose 1: Loan to buy 28 properties of Millenia Long Hau project; Purpose 2: Borrowing to offset real estate in which the company owns more than 30% of the contract of 28 purchased properties,- Collateral are property rights arising from house purchase and sale contracts specified in the contract of mortgage of property rights arising from the house sale and purchase contract No. 12.026/2022/HDTC-PN/SHB.111400 dated 10 December 2022,- Collateral are property rights arising from house purchase and sale contracts specified in the contract of mortgage of property rights arising from the house sale and purchase contract No. 12.026/2022/HDTC-PN/SHB.111400 dated 10 December 2022,- Collateral are property rights arising from house purchase and sale contracts specified in the contract of mortgage of property rights arising from the house sale and purchase contract No. 12.026/2022/HDTC-PN/SHB.111400 dated 10 December 2022,,,,,,,,
Personal loan,Personal loan,Personal loan,Personal loan,Personal loan,Personal loan,Personal loan,Personal loan,Personal loan,Personal loan,Personal loan,,,,,,,,
Loan agreements signed individually,Loan agreements signed individually,Loan agreements signed individually,-,"VND185,245,000,000",Loan term: 12 to 28 months. Purpose: Working capital supplementation. Interest rate: 9.5% - 11.5% per year.,Loan term: 12 to 28 months. Purpose: Working capital supplementation. Interest rate: 9.5% - 11.5% per year.,Loan term: 12 to 28 months. Purpose: Working capital supplementation. Interest rate: 9.5% - 11.5% per year.,No collateral.,No collateral.,No collateral.,,,,,,,,
