row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),Năm trước(Đã trình bày),numeric__Năm nay,numeric__Năm trước(Trình bày lại),numeric__Năm trước(Đã trình bày)
,,,Triệu VND,Triệu VND,Triệu VND,,,
Lợi nhuận thuần của chú sở hữu,Lợi nhuận thuần của chú sở hữu,Lợi nhuận thuần của chú sở hữu,16.524.388,12.762.953,12.762.953,16524388.0,12762953.0,12762953.0
Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,-,(20.000),-,,-20000.0,
Lợi nhuận phân bố cho cổ đông sở hữu cổ phiếu phố thông,Lợi nhuận phân bố cho cổ đông sở hữu cổ phiếu phố thông,Lợi nhuận phân bố cho cổ đông sở hữu cổ phiếu phố thông,16.524.388,12.742.953,12.762.953,16524388.0,12742953.0,12762953.0
Lợi nhuận sau thuế phân bố cho cổ đông sở hữu cổ phiếu phố thông để tính lãi cơ bản trên cổ phiếu,Lợi nhuận sau thuế phân bố cho cổ đông sở hữu cổ phiếu phố thông để tính lãi cơ bản trên cổ phiếu,Lợi nhuận sau thuế phân bố cho cổ đông sở hữu cổ phiếu phố thông để tính lãi cơ bản trên cổ phiếu,16.524.388,12.742.953,12.762.953,16524388.0,12742953.0,12762953.0
Ảnh hưởng của cổ phiếu phố thông tiềm năng pha loãng:,Ảnh hưởng của cổ phiếu phố thông tiềm năng pha loãng:,Ảnh hưởng của cổ phiếu phố thông tiềm năng pha loãng:,Ảnh hưởng của cổ phiếu phố thông tiềm năng pha loãng:,Ảnh hưởng của cổ phiếu phố thông tiềm năng pha loãng:,Ảnh hưởng của cổ phiếu phố thông tiềm năng pha loãng:,,,
Chi phí lãi vay và chi phí phát hành sau thuế phát sinh từ trái phiếu chuyển đối,Ảnh hưởng của cổ phiếu phố thông tiềm năng pha loãng: > Chi phí lãi vay và chi phí phát hành sau thuế phát sinh từ trái phiếu chuyển đối,Chi phí lãi vay và chi phí phát hành sau thuế phát sinh từ trái phiếu chuyển đối,156.340,311.958,,156340.0,311958.0,
Lợi nhuận sau thuế phân bố cho cổ đông sở hữu cổ phiếu phố thông sau khi đã điều chỉnh cho các yếu tố suy giảm,Ảnh hưởng của cổ phiếu phố thông tiềm năng pha loãng: > Lợi nhuận sau thuế phân bố cho cổ đông sở hữu cổ phiếu phố thông sau khi đã điều chỉnh cho các yếu tố suy giảm,Lợi nhuận sau thuế phân bố cho cổ đông sở hữu cổ phiếu phố thông sau khi đã điều chỉnh cho các yếu tố suy giảm,16.680.728,13.054.911,,16680728.0,13054911.0,
