row_label_raw,row_label_full,col_0,Cho vay khách hàng,Cho vay khách hàng_1,Nghiệp vụ phát hành thư tin dụng trả chậm phát sinh trước ngày 01 tháng 7 năm 2024,Nghiệp vụ phát hành thư tin dụng trả chậm phát sinh trước ngày 01 tháng 7 năm 2024_1,Tổng cộng,numeric__Cho vay khách hàng,numeric__Cho vay khách hàng_1,numeric__Nghiệp vụ phát hành thư tin dụng trả chậm phát sinh trước ngày 01 tháng 7 năm 2024,numeric__Nghiệp vụ phát hành thư tin dụng trả chậm phát sinh trước ngày 01 tháng 7 năm 2024_1,numeric__Tổng cộng
,,,Dự phòng chung,Dự phòng cụ thể,Dự phòng chung,Dự phòng cụ thể,Tổng cộng,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Tại ngày 01 tháng 01 năm 2024,Tại ngày 01 tháng 01 năm 2024,Tại ngày 01 tháng 01 năm 2024,2.563.216,1.491.241,-,-,4.054.457,2563216.0,1491241.0,,,4054457.0
Trích lập dự phòng trong năm,Trích lập dự phòng trong năm,Trích lập dự phòng trong năm,653.657,4.583.936,83.841,-,5.321.434,653657.0,4583936.0,83841.0,,5321434.0
Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,-,(3.497.287),-,-,(3.497.287),,-3497287.0,,,-3497287.0
Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,3.216.873,2.577.890,83.841,-,5.878.604,3216873.0,2577890.0,83841.0,,5878604.0
