row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Thu nhập tử hoạt động khác,Thu nhập tử hoạt động khác,Thu nhập tử hoạt động khác,1.026.156,516.572,1026156.0,516572.0
Thu nhập tử nợ đã xử lý rủi ro,Thu nhập tử nợ đã xử lý rủi ro,Thu nhập tử nợ đã xử lý rủi ro,537.960,276.551,537960.0,276551.0
Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,208.115,19.924,208115.0,19924.0
Thu lãi trả chậm tử thanh lý tài sản,Thu lãi trả chậm tử thanh lý tài sản,Thu lãi trả chậm tử thanh lý tài sản,7.116,21.519,7116.0,21519.0
Thu từ các giao dịch phải sinh hàng hóa và lãi suất,Thu từ các giao dịch phải sinh hàng hóa và lãi suất,Thu từ các giao dịch phải sinh hàng hóa và lãi suất,49.553,38.012,49553.0,38012.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,223.412,160.566,223412.0,160566.0
Chi phí tử hoạt động khác,Chi phí tử hoạt động khác,Chi phí tử hoạt động khác,(289.538),(163.991),-289538.0,-163991.0
Chi phí tử giao dịch phải sinh hàng hóa và lãi suất,Chi phí tử giao dịch phải sinh hàng hóa và lãi suất,Chi phí tử giao dịch phải sinh hàng hóa và lãi suất,(40.416),(27.915),-40416.0,-27915.0
Chi phí tài trợ khác,Chi phí tài trợ khác,Chi phí tài trợ khác,(99.191),(95.308),-99191.0,-95308.0
Chi phí khác,Chi phí khác,Chi phí khác,(149.931),(40.768),-149931.0,-40768.0
,,,736.618,352.581,736618.0,352581.0
