row_label_raw,row_label_full,Tăng tiền gửi của khách hàng và trả chi phí lãi tiền gửi,13.939.537,141.940.158,numeric__13.939.537,numeric__141.940.158
Giám tiền gửi của khách hàng,Giám tiền gửi của khách hàng,Giám tiền gửi của khách hàng,13.940.466,141.175.763,13940466.0,141175763.0
Tăng cho vay khách hàng,Tăng cho vay khách hàng,Tăng cho vay khách hàng,245.976,4.074.577,245976.0,4074577.0
Giám cho vay khách hàng,Giám cho vay khách hàng,Giám cho vay khách hàng,186.440,1.677.063,186440.0,1677063.0
Thu nhập lãi cho vay,Thu nhập lãi cho vay,Thu nhập lãi cho vay,13.224,43.951,13224.0,43951.0
Thủ lao/thu nhập trả cho:- Hội đồng Quản trị,Thủ lao/thu nhập trả cho:- Hội đồng Quản trị,Thủ lao/thu nhập trả cho:- Hội đồng Quản trị,19.402,27.323,19402.0,27323.0
"- Ban Tổng Giám đốc, Giám đốc tài chính và Kế toán trưởng","- Ban Tổng Giám đốc, Giám đốc tài chính và Kế toán trưởng","- Ban Tổng Giám đốc, Giám đốc tài chính và Kế toán trưởng",26.716,31.122,26716.0,31122.0
Thủ lao/thu nhập và chi phí hoạt động của Ban Kiểm soát,Thủ lao/thu nhập và chi phí hoạt động của Ban Kiểm soát,Thủ lao/thu nhập và chi phí hoạt động của Ban Kiểm soát,15.083,12.214,15083.0,12214.0
