row_label_raw,row_label_full,Tăng tiền gửi của khách hàng và trả chỉ phí lãi tiền gửi,162.081.351,162.405.115,numeric__162.081.351,numeric__162.405.115
Giảm tiền gửi của khách hàng,Giảm tiền gửi của khách hàng,Giảm tiền gửi của khách hàng,159.781.969,163.033.076,159781969.0,163033076.0
Tăng cho vay khách hàng,Tăng cho vay khách hàng,Tăng cho vay khách hàng,22.167.956,18.527.253,22167956.0,18527253.0
Giảm cho vay khách hàng,Giảm cho vay khách hàng,Giảm cho vay khách hàng,18.569.328,19.034.044,18569328.0,19034044.0
Thu nhập lãi cho vay,Thu nhập lãi cho vay,Thu nhập lãi cho vay,299.676,209.303,299676.0,209303.0
