row_label_raw,row_label_full,HD SAISON nhận tiền vay,2.170.680,1.845.345,numeric__2.170.680,numeric__1.845.345
HD SAISON trả tiền vay,HD SAISON trả tiền vay,HD SAISON trả tiền vay,1.974.090,1.067.430,1974090.0,1067430.0
Chỉ phí lãi tiền vay,Chỉ phí lãi tiền vay,Chỉ phí lãi tiền vay,33.527,19.512,33527.0,19512.0
Lợi nhuận đã trả,Lợi nhuận đã trả,Lợi nhuận đã trả,-,245.000,,245000.0
