row_label_raw,row_label_full,col_0,Chứng khoán đầu tư sắn sàng để bán,Chứng khoán đầu tư sắn sàng để bán_1,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn_1,Tổng cộng,numeric__Chứng khoán đầu tư sắn sàng để bán,numeric__Chứng khoán đầu tư sắn sàng để bán_1,numeric__Chứng khoán đầu tư giữ đến ngày đáo hạn,numeric__Chứng khoán đầu tư giữ đến ngày đáo hạn_1,numeric__Tổng cộng
,,,Dự phòng chung,Dự phòng cụ thể,Dự phòng chung,Dự phòng cụ thể,Tổng cộng,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Tại ngày 01 tháng 01 năm 2025,Tại ngày 01 tháng 01 năm 2025,Tại ngày 01 tháng 01 năm 2025,41.850,45.000,6.000,-,92.850,41850.0,45000.0,6000.0,,92850.0
Trích lập/(hoàn nhập) dự phòng trong năm,Trích lập/(hoàn nhập) dự phòng trong năm,Trích lập/(hoàn nhập) dự phòng trong năm,84.988,(45.000),105,-,40.093,84988.0,-45000.0,105.0,,40093.0
Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,126.838,-,6.105,-,132.943,126838.0,,6105.0,,132943.0
