row_label_raw,row_label_full,col_0,Cho vay khách hàng,Cho vay khách hàng_1,Nghiệp vụ phát hành thư tin dụng trả chậmphát sinh trước ngày 01 tháng 7 năm 2024,Nghiệp vụ phát hành thư tin dụng trả chậmphát sinh trước ngày 01 tháng 7 năm 2024_1,Tổng cộng,numeric__Cho vay khách hàng,numeric__Cho vay khách hàng_1,numeric__Nghiệp vụ phát hành thư tin dụng trả chậmphát sinh trước ngày 01 tháng 7 năm 2024,numeric__Nghiệp vụ phát hành thư tin dụng trả chậmphát sinh trước ngày 01 tháng 7 năm 2024_1,numeric__Tổng cộng
,,,Dự phòng chung,Dự phòng cụ thể,Dự phòng chung,Dự phòng cụ thể,Tổng cộng,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Tại ngày 01 tháng 01 năm 2025,Tại ngày 01 tháng 01 năm 2025,Tại ngày 01 tháng 01 năm 2025,3.216.873,2.577.890,83.841,-,5.878.604,3216873.0,2577890.0,83841.0,,5878604.0
Trích lập/(Hoàn nhập) dự phòng trong năm,Trích lập/(Hoàn nhập) dự phòng trong năm,Trích lập/(Hoàn nhập) dự phòng trong năm,852.382,8.806.336,(83.841),-,9.574.877,852382.0,8806336.0,-83841.0,,9574877.0
Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,-,(8.154.036),-,-,(8.154.036),,-8154036.0,,,-8154036.0
Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,4.069.255,3.230.190,-,-,7.299.445,4069255.0,3230190.0,,,7299445.0
