row_label_raw,row_label_full,STT,Tên công ty/ngân hàng,Được thành lập theo,Lĩnh vực hoạt động chính,% sở hữu của Ngân hàng,numeric__Tên công ty/ngân hàng,numeric__Được thành lập theo,numeric__Lĩnh vực hoạt động chính,numeric__% sở hữu của Ngân hàng
1,1,1,"Công ty Tài chính TNHH HD SAISON (""HD SAISON"") (i)",Giấy phép Thành lập và Hoạt động số 05/GP-NHNN do NHNN cấp ngày 08 tháng 5 năm 2007 và Giấy phép điều chỉnh gần nhất số 67/GP-NHNN do NHNN cấp ngày 31 tháng 10 năm 2017,Tài chính ngân hàng,50%,,,,0.5
2,2,2,"Ngăn hàng TNHH MTV Số VIKKI (""Vikki Bank"") (ii)",Giấy phép Thành lập và Hoạt động số 0009/NH-GP do NHNN cấp ngày 27 tháng 3 năm 1992 và Quyết định điều chỉnh gần nhất số 237/QĐ-NHNN ngày 14 tháng 02 năm 2025,Tài chính ngân hàng,100%,,,,1.0
