row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
1.,1.,1.,Bảo lãnh vay vốn,40,10.235,808.743,,40.0,10235.0,808743.0
2.,2.,2.,Cam kết giao dịch hồi đoái,40,175.879.380,199.138.079,,40.0,175879380.0,199138079.0
,,,Cam kết mua ngoại tệ,,3.923.340,6.816.847,,,3923340.0,6816847.0
,,,Cam kết bán ngoại tệ,,2.086.845,8.977.349,,,2086845.0,8977349.0
,,,Cam kết giao dịch hoán đối,,169.869.195,183.343.883,,,169869195.0,183343883.0
3.,3.,3.,Cam kết trong nghiệp vụ L/C,40,21.895.681,46.476.948,,40.0,21895681.0,46476948.0
4.,4.,4.,Bảo lãnh khác,40,21.910.391,24.924.802,,40.0,21910391.0,24924802.0
5.,5.,5.,Các cam kết khác,40,8.754.277,12.364.361,,40.0,8754277.0,12364361.0
6.,6.,6.,Lãi cho vay và phí phải thu chưa thu được,41,4.602.745,3.336.440,,41.0,4602745.0,3336440.0
7.,7.,7.,Nợ khó đòi đã xử lý,42,29.593.134,20.134.777,,42.0,29593134.0,20134777.0
8.,8.,8.,Tài sản và chứng từ khác,43,63.176.824,47.589.161,,43.0,63176824.0,47589161.0
,,,Tổng cộng,,325.822.667,354.773.311,,,325822667.0,354773311.0
