row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,114.362.230.634,526.899.629.833,114362230634.0,526899629833.0
Thuế TNDN theo thuế suất áp dụng cho Tập đoàn,Thuế TNDN theo thuế suất áp dụng cho Tập đoàn,Thuế TNDN theo thuế suất áp dụng cho Tập đoàn,22.872.446.127,105.379.925.967,22872446127.0,105379925967.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,,,
Lỗ từ các công ty con,Các khoản điều chỉnh: > Lỗ từ các công ty con,Lỗ từ các công ty con,27.673.445.390,34.721.512.055,27673445390.0,34721512055.0
Lãi được chia từ các công ty liên kết,Các khoản điều chỉnh: > Lãi được chia từ các công ty liên kết,Lãi được chia từ các công ty liên kết,2.299.520.521,2.571.986.509,2299520521.0,2571986509.0
Chi phí không được trừ,Các khoản điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,2.179.433.041,2.287.611.190,2179433041.0,2287611190.0
Phân bổ lợi thế thương mại,Các khoản điều chỉnh: > Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,1.237.930.366,1.237.930.366,1237930366.0,1237930366.0
Điều chỉnh thuế TNDN trích thừa năm trước,Các khoản điều chỉnh: > Điều chỉnh thuế TNDN trích thừa năm trước,Điều chỉnh thuế TNDN trích thừa năm trước,(68.356.091),(711.552.292),-68356091.0,-711552292.0
Thu nhập từ cổ tức,Các khoản điều chỉnh: > Thu nhập từ cổ tức,Thu nhập từ cổ tức,(152.858.814),(84.289.853),-152858814.0,-84289853.0
Sử dụng lỗ mang sang từ các kỳ trước,Các khoản điều chỉnh: > Sử dụng lỗ mang sang từ các kỳ trước,Sử dụng lỗ mang sang từ các kỳ trước,(9.454.830.628),(166.848.587),-9454830628.0,-166848587.0
Điều chỉnh do hợp nhất,Các khoản điều chỉnh: > Điều chỉnh do hợp nhất,Điều chỉnh do hợp nhất,(15.896.127.201),(23.918.023.317),-15896127201.0,-23918023317.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,30.690.602.711,121.318.252.038,30690602711.0,121318252038.0
