row_label_raw,row_label_full,Bên liên quan > Phải thu ngắn hạn khác (Thuyết minh số 10),Mối quan hệ > Phải thu ngắn hạn khác (Thuyết minh số 10),Nội dung nghiệp vụ > Phải thu ngắn hạn khác (Thuyết minh số 10),Số cuối năm > Phải thu ngắn hạn khác (Thuyết minh số 10),Số đầu năm > Phải thu ngắn hạn khác (Thuyết minh số 10),numeric__Mối quan hệ > Phải thu ngắn hạn khác (Thuyết minh số 10),numeric__Nội dung nghiệp vụ > Phải thu ngắn hạn khác (Thuyết minh số 10),numeric__Số cuối năm > Phải thu ngắn hạn khác (Thuyết minh số 10),numeric__Số đầu năm > Phải thu ngắn hạn khác (Thuyết minh số 10)
Ban lãnh đạo,Ban lãnh đạo,Ban lãnh đạo,,Tạm ứnglương,34.754.413.000,25.663.175.995,,,34754413000.0,25663175995.0
Công ty Cổ phần Cơkhí và Nhôm kính AnhViệt,Công ty Cổ phần Cơkhí và Nhôm kính AnhViệt,Công ty Cổ phần Cơkhí và Nhôm kính AnhViệt,Công tyliên kết,Chi trả hộPhải thucổ tứcThu khác,11.575.755.249817.042.821-,10.714.940.234817.042.82187.901.858,,,,1.0714940234817043e+27
Công ty Cổ phầnTrang trí Nội thấtOnwa Tech,Công ty Cổ phầnTrang trí Nội thấtOnwa Tech,Công ty Cổ phầnTrang trí Nội thấtOnwa Tech,Công tyliên kết,Chi trả hộ,2.037.517.512,-,,,2037517512.0,
Ông Võ Minh Hoàng,Ông Võ Minh Hoàng,Ông Võ Minh Hoàng,Giám đốcCông ty con,Tạm ứng,1.992.070.300,12.208.376.537,,,1992070300.0,12208376537.0
Công ty Cổ phần479HB,Công ty Cổ phần479HB,Công ty Cổ phần479HB,Công tyliên kết,Cổ tứcphải thuChi phítrả hộ,1.602.982.8001.280.000,-,,,1.602982800128e+16,
Công ty Cổ phầnKỹ thuật JescoHòa Bình,Công ty Cổ phầnKỹ thuật JescoHòa Bình,Công ty Cổ phầnKỹ thuật JescoHòa Bình,Công tyliên kết,Chi trả hộ,277.184.722,1.986.002.080,,,277184722.0,1986002080.0
Ông Lê Quốc Duy,Ông Lê Quốc Duy,Ông Lê Quốc Duy,Thành viên Hộiđồng quản trị,Tạm ứng,-,860.000.000,,,,860000000.0
