row_label_raw,row_label_full,Lợi nhuận thuần trong năm phân bổ cho cổ đông của Công ty (VND),Năm nay > 86.319.060.446,Năm trước > 416.755.001.640,numeric__Năm nay > 86.319.060.446,numeric__Năm trước > 416.755.001.640
"Trích lập quỹ khen thưởng, phúc lợi (VND) (*)","Trích lập quỹ khen thưởng, phúc lợi (VND) (*)","Trích lập quỹ khen thưởng, phúc lợi (VND) (*)",(7.838.810.369),(39.504.268.658),-7838810369.0,-39504268658.0
"Lợi nhuận thuần trong năm phân bổ cho cổ đông của Công ty sau khi trích lập quỹ khen thưởng, phúc lợi (VND)","Lợi nhuận thuần trong năm phân bổ cho cổ đông của Công ty sau khi trích lập quỹ khen thưởng, phúc lợi (VND)","Lợi nhuận thuần trong năm phân bổ cho cổ đông của Công ty sau khi trích lập quỹ khen thưởng, phúc lợi (VND)",78.480.250.077,377.250.732.982,78480250077.0,377250732982.0
Số lượng cổ phiếu bình quân (cổ phiếu),Số lượng cổ phiếu bình quân (cổ phiếu),Số lượng cổ phiếu bình quân (cổ phiếu),230.875.398,219.680.343,230875398.0,219680343.0
Lãi cơ bản và lãi suy giảm trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản và lãi suy giảm trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản và lãi suy giảm trên cổ phiếu (VND/cổ phiếu),340,1.717,340.0,1717.0
