row_label_raw,row_label_full,Số đầu năm > Tăng trong năm,312.548.603.945 > 53.100.000.000,numeric__312.548.603.945 > 53.100.000.000
Chuyển thành công ty con,Chuyển thành công ty con,Chuyển thành công ty con,(169.934.720.000),-169934720000.0
Số cuối năm,Số cuối năm,Số cuối năm,195.713.883.945,195713883945.0
