row_label_raw,row_label_full,col_0,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất_1,Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất_1,numeric__Bảng cân đối kế toán hợp nhất,numeric__Bảng cân đối kế toán hợp nhất_1,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất,numeric__Báo cáo kết quả hoạt động kinh doanh hợp nhất_1
,,,Số cuối năm,Số đầu năm,Năm nay,Năm trước,,,,
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,,,,
Lợi nhuận chưa thực hiện,Tài sản thuế thu nhập hoãn lại > Lợi nhuận chưa thực hiện,Lợi nhuận chưa thực hiện,25.258.987.919,16.576.853.411,8.682.134.508,2.050.277.062,25258987919.0,16576853411.0,8682134508.0,2050277062.0
Chi phí dự án chưa ghi nhận doanh thu,Tài sản thuế thu nhập hoãn lại > Chi phí dự án chưa ghi nhận doanh thu,Chi phí dự án chưa ghi nhận doanh thu,20.109.465.306,16.184.171.707,3.925.293.599,2.543.230.301,20109465306.0,16184171707.0,3925293599.0,2543230301.0
Dự phòng trợ cấp thời việc,Tài sản thuế thu nhập hoãn lại > Dự phòng trợ cấp thời việc,Dự phòng trợ cấp thời việc,5.026.461.333,5.670.904.250,(644.442.917),243.145.569,5026461333.0,5670904250.0,-644442917.0,243145569.0
Dự phòng giảm giá hàng tồn kho,Tài sản thuế thu nhập hoãn lại > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,4.059.998.733,4.107.154.223,(47.155.490),-,4059998733.0,4107154223.0,-47155490.0,
Lỗ kỳ trước chuyển sang của các công ty con,Tài sản thuế thu nhập hoãn lại > Lỗ kỳ trước chuyển sang của các công ty con,Lỗ kỳ trước chuyển sang của các công ty con,1.817.071.475,1.817.071.475,-,(7.371.680.890),1817071475.0,1817071475.0,,-7371680890.0
Chi phí phải trả ngắn hạn,Tài sản thuế thu nhập hoãn lại > Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,-,36.946.256,(36.946.256),20.707.575,,36946256.0,-36946256.0,20707575.0
Dự phòng nợ phải thu khó đòi,Tài sản thuế thu nhập hoãn lại > Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,91.692.848,6.125.750,85.567.098,6.125.750,91692848.0,6125750.0,85567098.0,6125750.0
,,,56.363.677.614,44.399.227.072,11.964.450.542,(2.508.194.633),56363677614.0,44399227072.0,11964450542.0,-2508194633.0
Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,,,,
Chênh lệch giữa giá trị hợp lý và giá trị ghi số của các tài sản thuần của công ty con ghi nhận vào ngày mua,Thuế thu nhập hoãn lại phải trả > Chênh lệch giữa giá trị hợp lý và giá trị ghi số của các tài sản thuần của công ty con ghi nhận vào ngày mua,Chênh lệch giữa giá trị hợp lý và giá trị ghi số của các tài sản thuần của công ty con ghi nhận vào ngày mua,(102.580.543.894),(62.980.543.894),-,-,-102580543894.0,-62980543894.0,,
Dự phòng khoản đầu tư vào các công ty con và công ty liên kết,Thuế thu nhập hoãn lại phải trả > Dự phòng khoản đầu tư vào các công ty con và công ty liên kết,Dự phòng khoản đầu tư vào các công ty con và công ty liên kết,(67.022.840.720),(51.544.379.529),(15.478.461.191),(15.555.485.029),-67022840720.0,-51544379529.0,-15478461191.0,-15555485029.0
Thu nhập chưa tính thuế từ hoạt động kinh doanh cơ sở hạ tầng,Thuế thu nhập hoãn lại phải trả > Thu nhập chưa tính thuế từ hoạt động kinh doanh cơ sở hạ tầng,Thu nhập chưa tính thuế từ hoạt động kinh doanh cơ sở hạ tầng,(64.866.531.052),(58.245.408.591),(6.621.122.461),(1.799.239.529),-64866531052.0,-58245408591.0,-6621122461.0,-1799239529.0
,,,(234.469.915.666),(172.770.332.014),(22.099.583.652),(17.354.724.558),-234469915666.0,-172770332014.0,-22099583652.0,-17354724558.0
Chi phí thuế thu nhập hoãn lại,Thuế thu nhập hoãn lại phải trả > Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,(10.135.133.110),(19.862.919.191),,,-10135133110.0,-19862919191.0
