row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,100.504.526.518,142.409.231.455,100504526518.0,142409231455.0
Lãi từ giao dịch mua rè (Thuyết minh 4.2),Lãi từ giao dịch mua rè (Thuyết minh 4.2),Lãi từ giao dịch mua rè (Thuyết minh 4.2),72.631.173.586,123.504.900.821,72631173586.0,123504900821.0
Lãi chậm thanh toán,Lãi chậm thanh toán,Lãi chậm thanh toán,18.758.377.848,1.232.160.638,18758377848.0,1232160638.0
Tiền phạt,Tiền phạt,Tiền phạt,2.954.436.164,4.471.086.340,2954436164.0,4471086340.0
Tiền đặt cọc nhận được do khách hàng hủy hợp đồng,Tiền đặt cọc nhận được do khách hàng hủy hợp đồng,Tiền đặt cọc nhận được do khách hàng hủy hợp đồng,2.471.285.752,1.550.734.200,2471285752.0,1550734200.0
Lãi từ thanh lý tài sản cố định,Lãi từ thanh lý tài sản cố định,Lãi từ thanh lý tài sản cố định,668.139.985,2.965.663.029,668139985.0,2965663029.0
Khác,Khác,Khác,3.021.113.183,8.684.686.427,3021113183.0,8684686427.0
Chi phí khác,Chi phí khác,Chi phí khác,(14.768.310.857),(18.715.294.413),-14768310857.0,-18715294413.0
Tiền phạt,Tiền phạt,Tiền phạt,(6.902.365.887),(14.041.338.489),-6902365887.0,-14041338489.0
Khác,Khác,Khác,(7.865.944.970),(4.673.955.924),-7865944970.0,-4673955924.0
LỢI NHUẬN KHÁC,LỢI NHUẬN KHÁC,LỢI NHUẬN KHÁC,85.736.215.661,123.693.937.042,85736215661.0,123693937042.0
