row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Các khoản đặt cọc để mua dự án và căn hộ (*),Ngắn hạn > Các khoản đặt cọc để mua dự án và căn hộ (*),Các khoản đặt cọc để mua dự án và căn hộ (*),381.005.000.000,424.480.689.793,381005000000.0,424480689793.0
Tạm ứng cho nhân viên,Ngắn hạn > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,290.403.906.905,143.875.382.641,290403906905.0,143875382641.0
Phải thu từ thầu phụ,Ngắn hạn > Phải thu từ thầu phụ,Phải thu từ thầu phụ,194.138.251.173,140.915.686.605,194138251173.0,140915686605.0
Lãi phải thu từ bên khác,Ngắn hạn > Lãi phải thu từ bên khác,Lãi phải thu từ bên khác,149.159.573.198,86.821.849.393,149159573198.0,86821849393.0
Phải thu bên liên quan (Thuyết minh số 34),Ngắn hạn > Phải thu bên liên quan (Thuyết minh số 34),Phải thu bên liên quan (Thuyết minh số 34),53.058.246.404,52.337.439.525,53058246404.0,52337439525.0
"Các khoản ký quỹ, ký cược khác","Ngắn hạn > Các khoản ký quỹ, ký cược khác","Các khoản ký quỹ, ký cược khác",31.719.640.334,29.497.577.960,31719640334.0,29497577960.0
Lãi tiền gửi ngân hàng,Ngắn hạn > Lãi tiền gửi ngân hàng,Lãi tiền gửi ngân hàng,3.862.733.977,4.114.913.666,3862733977.0,4114913666.0
Khác,Ngắn hạn > Khác,Khác,29.363.500.531,24.584.054.665,29363500531.0,24584054665.0
,,,1.132.710.852.522,906.627.594.248,1132710852522.0,906627594248.0
Dự phòng nợ phải thu ngắn hạn khó đòi,Ngắn hạn > Dự phòng nợ phải thu ngắn hạn khó đòi,Dự phòng nợ phải thu ngắn hạn khó đòi,(9.273.650.701),(27.821.015.281),-9273650701.0,-27821015281.0
GIÁ TRỊ THUÀN,Ngắn hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,1.123.437.201.821,878.806.578.967,1123437201821.0,878806578967.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Các khoản ký quỹ,Dài hạn > Các khoản ký quỹ,Các khoản ký quỹ,83.856.740.971,85.520.934.063,83856740971.0,85520934063.0
Khác,Dài hạn > Khác,Khác,636.661.532,1.648.445.846,636661532.0,1648445846.0
,,,84.493.402.503,87.169.379.909,84493402503.0,87169379909.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,1.207.930.604.324,965.975.958.876,1207930604324.0,965975958876.0
