row_label_raw,row_label_full,STT,Tên công ty con,Trụ sở chính,Hoạt động chính,Tình trạng,Tỷ lệ sở hữu (%),Tỷ lệ quyền biểu quyết (%),numeric__Tên công ty con,numeric__Trụ sở chính,numeric__Hoạt động chính,numeric__Tình trạng,numeric__Tỷ lệ sở hữu (%),numeric__Tỷ lệ quyền biểu quyết (%)
I.,I.,I.,Công ty con trực tiếp,Công ty con trực tiếp,Công ty con trực tiếp,Công ty con trực tiếp,Công ty con trực tiếp,Công ty con trực tiếp,,,,,,
1.,I. > 1.,1.,Công ty Cổ phần Nhà Hòa Bình,Thành phố Hồ Chí Minh,Kinh doanh phát triển các dự án bất động sản,Đang hoạt động,"99,96","99,96",,,,,99.96,99.96
2.,I. > 2.,2.,Công ty TNHH Hòa Bình Myanmar,Myanmar,"Cung cấp dịch vụ thiết kế, xây dựng, dịch vụ giám sát chất lượng, quản lý xây dựng và dịch vụ quản lý dự án",Trước hoạt động,"100,00","100,00",,,,,100.0,100.0
3.,I. > 3.,3.,Công ty TNHH MTV Máy Xây dựng Matec,Thành phố Hồ Chí Minh,Cho thuê máy móc cơ điện và thiết bị xây dựng,Đang hoạt động,"100,00","100,00",,,,,100.0,100.0
4.,I. > 4.,4.,Công ty TNHH Sơn Hòa Bình,Thành phố Hồ Chí Minh,"Sản xuất, mua bán vật liệu xây dựng; và cung cấp dịch vụ trang trí nội thất",Đang hoạt động,"100,00","100,00",,,,,100.0,100.0
5.,I. > 5.,5.,Công ty TNHH Tư vấn Thiết kế Hòa Bình,Thành phố Hồ Chí Minh,"Cung cấp dịch vụ thiết kế kiến trúc và tư vấn thiết kế, xây dựng",Đang hoạt động,"75,00","75,00",,,,,75.0,75.0
6.,I. > 6.,6.,Công ty Cổ phần Đầu tư Xây dựng Hạ tầng Hòa Bình,Tỉnh Long An,"Đầu tư, xây dựng khu công nghiệp",Đang hoạt động,"97,97","97,97",,,,,97.97,97.97
