row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc","Máy móc,thiết bị",Phương tiệnvận tải,Thiết bịvăn phòng,VNDTổng cộng,"numeric__Nhà cửa,vật kiến trúc","numeric__Máy móc,thiết bị",numeric__Phương tiệnvận tải,numeric__Thiết bịvăn phòng,numeric__VNDTổng cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,94.480.603.443,1.993.383.031.592,72.974.145.347,21.366.638.065,2.182.204.418.447,94480603443.0,1993383031592.0,72974145347.0,21366638065.0,2182204418447.0
Mua mới,Nguyên giá > Mua mới,Mua mới,66.097.452,74.892.716.204,2.022.281.932,402.025.683,77.383.121.271,66097452.0,74892716204.0,2022281932.0,402025683.0,77383121271.0
Đầu tư XDCB hoàn thành,Nguyên giá > Đầu tư XDCB hoàn thành,Đầu tư XDCB hoàn thành,-,6.895.229.311,-,-,6.895.229.311,,6895229311.0,,,6895229311.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,-,(144.917.621.600),(1.105.237.772),-,(146.022.859.372),,-144917621600.0,-1105237772.0,,-146022859372.0
Phân loại lại,Nguyên giá > Phân loại lại,Phân loại lại,-,290.000.000,-,(290.000.000),-,,290000000.0,,-290000000.0,
Số cuối năm,Nguyên giá > Số cuối năm,Số cuối năm,94.546.700.895,1.930.543.355.507,73.891.189.507,21.478.663.748,2.120.459.909.657,94546700895.0,1930543355507.0,73891189507.0,21478663748.0,2120459909657.0
Trong đó:Đã khấu hao hết,Nguyên giá > Trong đó:Đã khấu hao hết,Trong đó:Đã khấu hao hết,1.231.223.587,179.291.332.887,6.628.069.320,7.204.286.004,194.354.911.798,1231223587.0,179291332887.0,6628069320.0,7204286004.0,194354911798.0
Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,,,,,
Số đầu năm,Giá trị khấu hao lũy kế > Số đầu năm,Số đầu năm,(24.068.452.672),(824.998.581.428),(25.712.963.085),(13.860.644.141),(888.640.641.326),-24068452672.0,-824998581428.0,-25712963085.0,-13860644141.0,-888640641326.0
Khấu hao trong năm,Giá trị khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,(7.537.905.523),(215.339.578.958),(7.379.966.576),(2.434.587.150),(232.692.038.207),-7537905523.0,-215339578958.0,-7379966576.0,-2434587150.0,-232692038207.0
Thanh lý,Giá trị khấu hao lũy kế > Thanh lý,Thanh lý,-,102.109.297.736,621.838.972,-,102.731.136.708,,102109297736.0,621838972.0,,102731136708.0
Phân loại lại,Giá trị khấu hao lũy kế > Phân loại lại,Phân loại lại,-,(81.683.860),-,81.683.860,-,,-81683860.0,,81683860.0,
Số cuối năm,Giá trị khấu hao lũy kế > Số cuối năm,Số cuối năm,(31.606.358.195),(938.310.546.510),(32.471.090.689),(16.213.547.431),(1.018.601.542.825),-31606358195.0,-938310546510.0,-32471090689.0,-16213547431.0,-1018601542825.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,70.412.150.771,1.168.384.450.164,47.261.182.262,7.505.993.924,1.293.563.777.121,70412150771.0,1168384450164.0,47261182262.0,7505993924.0,1293563777121.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,62.940.342.700,992.232.808.997,41.420.098.818,5.265.116.317,1.101.858.366.832,62940342700.0,992232808997.0,41420098818.0,5265116317.0,1101858366832.0
Trong đó:Tài sản sử dụng để thế chấp(Thuyết minh số 24.1 và 24.3),Giá trị còn lại > Trong đó:Tài sản sử dụng để thế chấp(Thuyết minh số 24.1 và 24.3),Trong đó:Tài sản sử dụng để thế chấp(Thuyết minh số 24.1 và 24.3),28.026.861.041,710.351.937.380,4.123.600.359,1.608.000.000,744.110.398.780,28026861041.0,710351937380.0,4123600359.0,1608000000.0,744110398780.0
