row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,114.362.230.634,526.899.629.833,,,114362230634.0,526899629833.0
02,02,02,Khấu hao tài sản cố định hữu hình và bất động sản đầu tư và hao mòn tài sản cố định vô hình (bao gồm phân bổ lợi thế thương mại),,246.319.829.234,252.441.863.660,,,246319829234.0,252441863660.0
03,03,03,(Các khoản hoàn nhập dự phòng) dự phòng,,(6.463.172.644),18.440.787.017,,,-6463172644.0,18440787017.0
04,04,04,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,192.337.213,73.246.401,,,192337213.0,73246401.0
05,05,05,Lãi từ hoạt động đầu tư,,(66.580.536.301),(138.788.857.471),,,-66580536301.0,-138788857471.0
06,06,06,Chi phí lãi vay,30,317.101.450.212,322.425.275.807,,30.0,317101450212.0,322425275807.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,604.932.138.348,981.491.945.247,,,604932138348.0,981491945247.0
09,09,09,Giảm (tăng) các khoản phải thu,,1.143.364.288.143,(667.175.902.640),,,1143364288143.0,-667175902640.0
10,10,10,(Tăng) giảm hàng tồn kho,,(34.437.366.248),364.231.105.943,,,-34437366248.0,364231105943.0
11,11,11,Giảm các khoản phải trả,,(1.754.212.995.500),(815.963.874.333),,,-1754212995500.0,-815963874333.0
12,12,12,Giảm chi phí trả trước,,138.291.989.730,41.038.870.840,,,138291989730.0,41038870840.0
14,14,14,Tiền lãi vay đã trả,,(320.654.847.654),(328.186.432.882),,,-320654847654.0,-328186432882.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,21,(59.651.052.148),(147.640.543.653),,21.0,-59651052148.0,-147640543653.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(8.419.516.832),(134.032.414.658),,,-8419516832.0,-134032414658.0
20,20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(290.787.362.161),(706.237.246.136),,,-290787362161.0,-706237246136.0
,,,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định",,(100.627.090.297),(180.974.454.828),,,-100627090297.0,-180974454828.0
22,22,22,Tiền thu từ thanh lý tài sản cố định,,45.849.329.794,30.089.695.848,,,45849329794.0,30089695848.0
23,23,23,Tiền chi cho vay,,(14.030.000.000),(46.820.000.000),,,-14030000000.0,-46820000000.0
24,24,24,Tiền thu hồi cho vay và tiền gửi ngân hàng,,13.237.515.228,122.256.087.751,,,13237515228.0,122256087751.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về),,(42.339.397.495),(95.910.423.111),,,-42339397495.0,-95910423111.0
27,27,27,Tiền lãi và cổ tức nhận được,,4.339.308.985,6.729.720.900,,,4339308985.0,6729720900.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(93.570.333.784),(164.629.373.440),,,-93570333784.0,-164629373440.0
