row_label_raw,row_label_full,col_0,31/12/2023Triệu VND,1/1/2023Triệu VND,numeric__31/12/2023Triệu VND,numeric__1/1/2023Triệu VND
Phải thu từ cho thuê bất động sản và cung cấp dịch vụ liên quan,Phải thu từ cho thuê bất động sản và cung cấp dịch vụ liên quan,Phải thu từ cho thuê bất động sản và cung cấp dịch vụ liên quan,259.973,254.868,259973.0,254868.0
Phải thu từ cung cấp dịch vụ quản lý,Phải thu từ cung cấp dịch vụ quản lý,Phải thu từ cung cấp dịch vụ quản lý,77.357,86.471,77357.0,86471.0
Phải thu từ chuyển nhượng bất động sản,Phải thu từ chuyển nhượng bất động sản,Phải thu từ chuyển nhượng bất động sản,16.683,36.747,16683.0,36747.0
,,,354.013,378.086,354013.0,378086.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
,,,31/12/2023Triệu VND,1/1/2023Triệu VND,,
Các bên liên quan:,Các bên liên quan:,Các bên liên quan:,Các bên liên quan:,Các bên liên quan:,,
Công ty TNHH Vận hành Vincom Retail,Các bên liên quan: > Công ty TNHH Vận hành Vincom Retail,Công ty TNHH Vận hành Vincom Retail,73.189,95.069,73189.0,95069.0
Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,Các bên liên quan: > Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,21.374,30.133,21374.0,30133.0
Các công ty liên quan khác,Các bên liên quan: > Các công ty liên quan khác,Các công ty liên quan khác,7.946,11.834,7946.0,11834.0
Các bên khác:,Các bên khác:,Các bên khác:,Các bên khác:,Các bên khác:,,
Các khách hàng khác,Các bên khác: > Các khách hàng khác,Các khách hàng khác,251.504,241.050,251504.0,241050.0
,,,354.013,378.086,354013.0,378086.0
