row_label_raw,row_label_full,col_0,Vốn cổ phần Triệu VND,Thặng dư vốn cổ phần Triệu VND,Cổ phiếu quỹ Triệu VND,Quỹ khác thuộc vốn chủ sở hữu Triệu VND,Lợi nhuận chưa phân phối Triệu VND,Tổng cộng Triệu VND,numeric__Vốn cổ phần Triệu VND,numeric__Thặng dư vốn cổ phần Triệu VND,numeric__Cổ phiếu quỹ Triệu VND,numeric__Quỹ khác thuộc vốn chủ sở hữu Triệu VND,numeric__Lợi nhuận chưa phân phối Triệu VND,numeric__Tổng cộng Triệu VND
Số dư tại ngày 1 tháng 1 năm 2022,Số dư tại ngày 1 tháng 1 năm 2022,Số dư tại ngày 1 tháng 1 năm 2022,23.288.184,46.983,(1.954.258),5.000,4.082.490,25.468.399,23288184.0,46983.0,-1954258.0,5000.0,4082490.0,25468399.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,503.847,503.847,,,,,503847.0,503847.0
Số dư tại ngày 1 tháng 1 năm 2023,Số dư tại ngày 1 tháng 1 năm 2023,Số dư tại ngày 1 tháng 1 năm 2023,23.288.184,46.983,(1.954.258),5.000,4.586.337,25.972.246,23288184.0,46983.0,-1954258.0,5000.0,4586337.0,25972246.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,851.738,851.738,,,,,851738.0,851738.0
Số dư tại ngày 31 tháng 12 năm 2023,Số dư tại ngày 31 tháng 12 năm 2023,Số dư tại ngày 31 tháng 12 năm 2023,23.288.184,46.983,(1.954.258),5.000,5.438.075,26.823.984,23288184.0,46983.0,-1954258.0,5000.0,5438075.0,26823984.0
