row_label_raw,row_label_full,col_0,1/1/2023Giá trị ghi sôvà số có khànăng trả nợTriệu VND,Biến động trong năm > TăngTriệu VND,Biến động trong năm > GiảmTriệu VND,31/12/2023Giá trị ghi sôvà số có khànăng trả nợTriệu VND,numeric__1/1/2023Giá trị ghi sôvà số có khànăng trả nợTriệu VND,numeric__Biến động trong năm > TăngTriệu VND,numeric__Biến động trong năm > GiảmTriệu VND,numeric__31/12/2023Giá trị ghi sôvà số có khànăng trả nợTriệu VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,-,2.961.913,-,2.961.913,,2961913.0,,2961913.0
Trái phiếu phát hành dài hạnđáo hạn trong vòng 12 tháng,Trái phiếu phát hành dài hạnđáo hạn trong vòng 12 tháng,Trái phiếu phát hành dài hạnđáo hạn trong vòng 12 tháng,1.045.484,4.516,(1.050.000),-,1045484.0,4516.0,-1050000.0,
,,,1.045.484,2.966.429,(1.050.000),2.961.913,1045484.0,2966429.0,-1050000.0,2961913.0
