row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2023Triệu VND > 10.299,Số phải nộp trong nămTriệu VND > 105.319,Số đã nộp trong nămTriệu VND > (63.504),31/12/2023Triệu VND > 52.114,numeric__1/1/2023Triệu VND > 10.299,numeric__Số phải nộp trong nămTriệu VND > 105.319,numeric__Số đã nộp trong nămTriệu VND > (63.504),numeric__31/12/2023Triệu VND > 52.114
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,114.917,197.987,(118.673),194.231,114917.0,197987.0,-118673.0,194231.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.851,30.977,(24.332),8.496,1851.0,30977.0,-24332.0,8496.0
Tiền thuê đất và tiền sử dụng đất,Tiền thuê đất và tiền sử dụng đất,Tiền thuê đất và tiền sử dụng đất,3.901,16.217,(20.118),-,3901.0,16217.0,-20118.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,39,9.361,(5.026),4.374,39.0,9361.0,-5026.0,4374.0
,,,131.007,359.861,(231.653),259.215,131007.0,359861.0,-231653.0,259215.0
