row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2023Triệu VND,1/1/2023Triệu VND,,
Các bên liên quan,Các bên liên quan,Các bên liên quan,Các bên liên quan,Các bên liên quan,,
Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,Các bên liên quan > Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,87.265,32.808,87265.0,32808.0
Tập đoàn Vingroup – Công ty CP,Các bên liên quan > Tập đoàn Vingroup – Công ty CP,Tập đoàn Vingroup – Công ty CP,40.267,120.595,40267.0,120595.0
Công ty Cổ phần Vinhomes,Các bên liên quan > Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,6.207,57.932,6207.0,57932.0
Công ty TNHH Vincom Retail Landmark 81,Các bên liên quan > Công ty TNHH Vincom Retail Landmark 81,Công ty TNHH Vincom Retail Landmark 81,3.390,65.992,3390.0,65992.0
Các bên liên quan khác,Các bên liên quan > Các bên liên quan khác,Các bên liên quan khác,11.814,33.810,11814.0,33810.0
Các bên khác,Các bên khác,Các bên khác,Các bên khác,Các bên khác,,
Các nhà cung cấp khác,Các bên khác > Các nhà cung cấp khác,Các nhà cung cấp khác,10.882,89.975,10882.0,89975.0
,,,159.825,401.112,159825.0,401112.0
