row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2023Triệu VND,2022Triệu VND,,
Công ty mẹ cấp cao nhất,Công ty mẹ cấp cao nhất,Công ty mẹ cấp cao nhất,Công ty mẹ cấp cao nhất,Công ty mẹ cấp cao nhất,,
Tập đoàn Vingroup – Công ty CP,Tập đoàn Vingroup – Công ty CP,Tập đoàn Vingroup – Công ty CP,Tập đoàn Vingroup – Công ty CP,Tập đoàn Vingroup – Công ty CP,,
Mua hàng hóa và dịch vụ,Tập đoàn Vingroup – Công ty CP > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,105.751,155.982,105751.0,155982.0
Thu nhập từ lãi đặt cọc,Tập đoàn Vingroup – Công ty CP > Thu nhập từ lãi đặt cọc,Thu nhập từ lãi đặt cọc,215.573,81.170,215573.0,81170.0
Đặt cọc cho mục đích đầu tư,Tập đoàn Vingroup – Công ty CP > Đặt cọc cho mục đích đầu tư,Đặt cọc cho mục đích đầu tư,4.640.000,2.293.180,4640000.0,2293180.0
Thu hồi đặt cọc cho mục đích đầu tư,Tập đoàn Vingroup – Công ty CP > Thu hồi đặt cọc cho mục đích đầu tư,Thu hồi đặt cọc cho mục đích đầu tư,665.170,336.000,665170.0,336000.0
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Công ty TNHH Vận hành Vincom Retail,Công ty TNHH Vận hành Vincom Retail,Công ty TNHH Vận hành Vincom Retail,Công ty TNHH Vận hành Vincom Retail,Công ty TNHH Vận hành Vincom Retail,,
Doanh thu cung cấp dịch vụ,Công ty TNHH Vận hành Vincom Retail > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,391.066,360.822,391066.0,360822.0
Mua hàng hóa và dịch vụ,Công ty TNHH Vận hành Vincom Retail > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,25.550,-,25550.0,
Cho vay,Công ty TNHH Vận hành Vincom Retail > Cho vay,Cho vay,400.000,-,400000.0,
Thu hồi gốc cho vay,Công ty TNHH Vận hành Vincom Retail > Thu hồi gốc cho vay,Thu hồi gốc cho vay,400.000,-,400000.0,
Thu nhập từ lãi cho vay,Công ty TNHH Vận hành Vincom Retail > Thu nhập từ lãi cho vay,Thu nhập từ lãi cho vay,1.929,-,1929.0,
Thu hồi đặt cọc cho mục đích đầu tư,Công ty TNHH Vận hành Vincom Retail > Thu hồi đặt cọc cho mục đích đầu tư,Thu hồi đặt cọc cho mục đích đầu tư,1.204.785,-,1204785.0,
Đi vay,Công ty TNHH Vận hành Vincom Retail > Đi vay,Đi vay,1.190.000,-,1190000.0,
Công ty TNHH Vincom Retail Landmark 81,Công ty TNHH Vincom Retail Landmark 81,Công ty TNHH Vincom Retail Landmark 81,Công ty TNHH Vincom Retail Landmark 81,Công ty TNHH Vincom Retail Landmark 81,,
Mua hàng hóa và dịch vụ,Công ty TNHH Vincom Retail Landmark 81 > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,81.600,62.266,81600.0,62266.0
Các công ty liên quan khác,Các công ty liên quan khác,Các công ty liên quan khác,Các công ty liên quan khác,Các công ty liên quan khác,,
Công ty Cổ phần Vinpearl,Công ty Cổ phần Vinpearl,Công ty Cổ phần Vinpearl,Công ty Cổ phần Vinpearl,Công ty Cổ phần Vinpearl,,
Doanh thu cung cấp dịch vụ,Công ty Cổ phần Vinpearl > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,4.198,3.600,4198.0,3600.0
Mua hàng hóa và dịch vụ,Công ty Cổ phần Vinpearl > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,30.433,20.784,30433.0,20784.0
Thu hồi đặt cọc cho mục đích đầu tư,Công ty Cổ phần Vinpearl > Thu hồi đặt cọc cho mục đích đầu tư,Thu hồi đặt cọc cho mục đích đầu tư,76.132,-,76132.0,
Trà trước phí thuê,Công ty Cổ phần Vinpearl > Trà trước phí thuê,Trà trước phí thuê,-,70.312,,70312.0
