row_label_raw,row_label_full,col_0,31/12/2022 > Giá trị,31/12/2022 > Dự phòng,01/01/2022 > Giá trị,01/01/2022 > Dự phòng,numeric__31/12/2022 > Giá trị,numeric__31/12/2022 > Dự phòng,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Dự phòng
,,,VND,VND,VND,VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,13.081.957.202,-,74.999.998,-,13081957202.0,,74999998.0,
- Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế ký,- Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế ký,- Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế ký,74.999.998,-,74.999.998,-,74999998.0,,74999998.0,
- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,13.006.957.204,-,-,-,13006957204.0,,,
Bên khác,Bên khác,Bên khác,159.173.030.570,(1.000.495.435),265.972.480.203,-,159173030570.0,-1000495435.0,265972480203.0,
- Hợp tác xã Thành Công (*),- Hợp tác xã Thành Công (*),- Hợp tác xã Thành Công (*),130.896.125.852,-,255.044.962.526,-,130896125852.0,,255044962526.0,
- Công ty Cổ phần C - Holdings,- Công ty Cổ phần C - Holdings,- Công ty Cổ phần C - Holdings,10.335.867.931,-,-,-,10335867931.0,,,
- Công ty Cổ phần Tập đoàn Dabaco Việt Nam,- Công ty Cổ phần Tập đoàn Dabaco Việt Nam,- Công ty Cổ phần Tập đoàn Dabaco Việt Nam,8.737.290.000,-,-,-,8737290000.0,,,
- Các khoản trả trước cho người bán khác,- Các khoản trả trước cho người bán khác,- Các khoản trả trước cho người bán khác,9.203.746.787,(1.000.495.435),10.927.517.677,-,9203746787.0,-1000495435.0,10927517677.0,
,,,172.254.987.772,(1.000.495.435),266.047.480.201,-,172254987772.0,-1000495435.0,266047480201.0,
