row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2022 > VND,01/01/2022 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2022 > VND,numeric__01/01/2022 > VND
300,300,300,C. NỘ PHẢI TRẢ,,2.002.179.307.108,2.832.541.850.486,,,2002179307108.0,2832541850486.0
310,310,310,I. Nợ ngắn hạn,,1.996.521.994.156,1.879.797.646.334,,,1996521994156.0,1879797646334.0
311,311,311,1. Phải trả người bán ngắn hạn,17,139.912.831.858,93.970.754.327,,17.0,139912831858.0,93970754327.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,18,31.062.040.165,137.206.935.134,,18.0,31062040165.0,137206935134.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,19,161.395.180.442,253.033.461.175,,19.0,161395180442.0,253033461175.0
314,314,314,4. Phải trả người lao động,,87.395.467.992,70.932.340.067,,,87395467992.0,70932340067.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,119.780.743.984,93.060.466.998,,20.0,119780743984.0,93060466998.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,22,11.862.148.197,14.738.671.468,,22.0,11862148197.0,14738671468.0
319,319,319,7. Phải trả ngắn hạn khác,21,417.338.115.143,408.163.038.487,,21.0,417338115143.0,408163038487.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,16,1.003.076.901.962,765.747.374.775,,16.0,1003076901962.0,765747374775.0
322,322,322,9. Quỹ khen thưởng phúc lợi,,24.698.564.412,42.944.603.903,,,24698564412.0,42944603903.0
330,330,330,II. Nợ dài hạn,,5.657.312.952,952.744.204.152,,,5657312952.0,952744204152.0
337,337,337,1. Phải trả dài hạn khác,21,3.384.592.952,2.744.204.152,,21.0,3384592952.0,2744204152.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,16,2.272.720.000,950.000.000.000,,16.0,2272720000.0,950000000000.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,5.614.893.144.106,3.438.332.407.465,,,5614893144106.0,3438332407465.0
410,410,410,I. Vốn chủ sở hữu,23,5.614.893.144.106,3.438.332.407.465,,23.0,5614893144106.0,3438332407465.0
411,411,411,1. Vốn góp của chủ sở hữu,,4.636.785.340.000,2.015.995.570.000,,,4636785340000.0,2015995570000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.636.785.340.000,2.015.995.570.000,,,4636785340000.0,2015995570000.0
412,412,412,2. Thặng dư vốn cổ phần,,149.798.900.000,149.799.450.000,,,149798900000.0,149799450000.0
414,414,414,3. Vốn khác của chủ sở hữu,,54.125.000.000,54.125.000.000,,,54125000000.0,54125000000.0
415,415,415,4. Cổ phiếu quỹ,,(1.080.000),(1.080.000),,,-1080000.0,-1080000.0
418,418,418,5. Quỹ đầu tư phát triển,,124.560.976.945,99.974.426.913,,,124560976945.0,99974426913.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,617.131.127.937,1.091.343.550.880,,,617131127937.0,1091343550880.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,426.243.878.192,632.269.051.845,,,426243878192.0,632269051845.0
421b,421b,421b,- LNST chưa phân phối năm nay,,190.887.249.745,459.074.499.035,,,190887249745.0,459074499035.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,,32.492.879.225,27.095.489.672,,,32492879225.0,27095489672.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,7.617.072.451.214,6.270.874.257.951,,,7617072451214.0,6270874257951.0
