row_label_raw,row_label_full,Cổ đông lớn có cổ phần chi phối
"- Ông Nguyễn Trung Vũ là Chủ tịch HĐQT của Cen Land, đồng thời là Chủ tịch HĐQT của Công ty này","- Ông Nguyễn Trung Vũ là Chủ tịch HĐQT của Cen Land, đồng thời là Chủ tịch HĐQT của Công ty này","- Ông Nguyễn Trung Vũ là Chủ tịch HĐQT của Cen Land, đồng thời là Chủ tịch HĐQT của Công ty này"
"- Ông Vương Văn Tường là Thành viên HĐQT của Cen Land, đồng thời là TV HĐQT của Công ty này","- Ông Vương Văn Tường là Thành viên HĐQT của Cen Land, đồng thời là TV HĐQT của Công ty này","- Ông Vương Văn Tường là Thành viên HĐQT của Cen Land, đồng thời là TV HĐQT của Công ty này"
"- Ông Phạm Thanh Hưng là Phó Chủ tịch HĐQT của Cen Land, đồng thời là TV HĐQT của công ty này","- Ông Phạm Thanh Hưng là Phó Chủ tịch HĐQT của Cen Land, đồng thời là TV HĐQT của công ty này","- Ông Phạm Thanh Hưng là Phó Chủ tịch HĐQT của Cen Land, đồng thời là TV HĐQT của công ty này"
"- Bà Nguyễn Thị Thanh là Phó TGD của Cen Land (Miễn nhiệm ngày 21/10/2022), đồng thời là TV HĐQT của Công ty này","- Bà Nguyễn Thị Thanh là Phó TGD của Cen Land (Miễn nhiệm ngày 21/10/2022), đồng thời là TV HĐQT của Công ty này","- Bà Nguyễn Thị Thanh là Phó TGD của Cen Land (Miễn nhiệm ngày 21/10/2022), đồng thời là TV HĐQT của Công ty này"
Công ty con của Công ty Cổ phần Tập đoàn Thế kỳ,Công ty con của Công ty Cổ phần Tập đoàn Thế kỳ,Công ty con của Công ty Cổ phần Tập đoàn Thế kỳ
"Bà Nguyễn Thị Thanh là Phó TGD của Cen Land (Miễn nhiệm ngày 21/10/2022), đồng thời là Thành viên HĐQT của công ty này","Bà Nguyễn Thị Thanh là Phó TGD của Cen Land (Miễn nhiệm ngày 21/10/2022), đồng thời là Thành viên HĐQT của công ty này","Bà Nguyễn Thị Thanh là Phó TGD của Cen Land (Miễn nhiệm ngày 21/10/2022), đồng thời là Thành viên HĐQT của công ty này"
Công ty con của Cổ đông lớn - Công ty Cổ phần Tập đoàn Thế kỳ,Công ty con của Cổ đông lớn - Công ty Cổ phần Tập đoàn Thế kỳ,Công ty con của Cổ đông lớn - Công ty Cổ phần Tập đoàn Thế kỳ
"- Ông Phạm Thanh Hưng là Phó Chủ tịch HĐQT của Cen Land, đồng thời là Chủ tịch HĐQT của công ty này","- Ông Phạm Thanh Hưng là Phó Chủ tịch HĐQT của Cen Land, đồng thời là Chủ tịch HĐQT của công ty này","- Ông Phạm Thanh Hưng là Phó Chủ tịch HĐQT của Cen Land, đồng thời là Chủ tịch HĐQT của công ty này"
"- Bà Nguyễn Thị Thanh là Phó TGD của Cen Land (Miễn nhiệm ngày 21/10/2022), đồng thời là Thành viên HĐQT của công ty này","- Bà Nguyễn Thị Thanh là Phó TGD của Cen Land (Miễn nhiệm ngày 21/10/2022), đồng thời là Thành viên HĐQT của công ty này","- Bà Nguyễn Thị Thanh là Phó TGD của Cen Land (Miễn nhiệm ngày 21/10/2022), đồng thời là Thành viên HĐQT của công ty này"
"Bà Nguyễn Thị Thanh là Phó TGD của Cen Land, đồng thời là Chủ tịch HĐQT của công ty này","Bà Nguyễn Thị Thanh là Phó TGD của Cen Land, đồng thời là Chủ tịch HĐQT của công ty này","Bà Nguyễn Thị Thanh là Phó TGD của Cen Land, đồng thời là Chủ tịch HĐQT của công ty này"
Ông Vương Văn Tường là thành viên Hội đồng quản trị,Ông Vương Văn Tường là thành viên Hội đồng quản trị,Ông Vương Văn Tường là thành viên Hội đồng quản trị
