row_label_raw,row_label_full,col_0,31/12/2022 > Giá trịVND,31/12/2022 > Dự phòngVND,01/01/2022 > Giá trịVND,01/01/2022 > Dự phòngVND,numeric__31/12/2022 > Giá trịVND,numeric__31/12/2022 > Dự phòngVND,numeric__01/01/2022 > Giá trịVND,numeric__01/01/2022 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,,,,
"- Phải thu về lãi tiền gửi, tiền cho vay","a.1) Chi tiết theo nội dung > - Phải thu về lãi tiền gửi, tiền cho vay","- Phải thu về lãi tiền gửi, tiền cho vay",11.322.523.575,-,20.554.898.890,,11322523575.0,,20554898890.0,
- Phải thu người lao động,a.1) Chi tiết theo nội dung > - Phải thu người lao động,- Phải thu người lao động,79.707.254,-,560.529.320,-,79707254.0,,560529320.0,
- Phải thu về bảo hiểm xã hội,a.1) Chi tiết theo nội dung > - Phải thu về bảo hiểm xã hội,- Phải thu về bảo hiểm xã hội,315.115.965,-,595.645.420,-,315115965.0,,595645420.0,
- Tạm ứng,a.1) Chi tiết theo nội dung > - Tạm ứng,- Tạm ứng,108.748.420.887,-,86.366.345.079,-,108748420887.0,,86366345079.0,
"- Ký cược, ký quỹ","a.1) Chi tiết theo nội dung > - Ký cược, ký quỹ","- Ký cược, ký quỹ",757.223.406.521,(48.501.165.300),166.500.305.163,(48.501.165.300),757223406521.0,-48501165300.0,166500305163.0,-48501165300.0
- Hợp tác kinh doanh,a.1) Chi tiết theo nội dung > - Hợp tác kinh doanh,- Hợp tác kinh doanh,1.897.921.100.000,-,762.921.100.000,-,1897921100000.0,,762921100000.0,
- Phải thu khác,a.1) Chi tiết theo nội dung > - Phải thu khác,- Phải thu khác,23.578.481.864,(5.775.300.324),41.156.155.011,(5.775.300.324),23578481864.0,-5775300324.0,41156155011.0,-5775300324.0
,,,2.799.188.756.066,(54.276.465.624),1.078.654.978.883,(54.276.465.624),2799188756066.0,-54276465624.0,1078654978883.0,-54276465624.0
a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,,,,
Bên liên quan,a.2) Chi tiết theo đối tượng > Bên liên quan,Bên liên quan,500.000.000.000,-,-,-,500000000000.0,,,
"- Ký cược, ký quỹ","a.2) Chi tiết theo đối tượng > - Ký cược, ký quỹ","- Ký cược, ký quỹ",500.000.000.000,-,-,-,500000000000.0,,,
Công ty Cổ phần Hồng Lam Xuân Thành (1),a.2) Chi tiết theo đối tượng > Công ty Cổ phần Hồng Lam Xuân Thành (1),Công ty Cổ phần Hồng Lam Xuân Thành (1),500.000.000.000,-,-,-,500000000000.0,,,
Bên khác,a.2) Chi tiết theo đối tượng > Bên khác,Bên khác,2.299.188.756.066,(54.276.465.624),1.078.654.978.883,(54.276.465.624),2299188756066.0,-54276465624.0,1078654978883.0,-54276465624.0
"- Ký cược, ký quỹ","a.2) Chi tiết theo đối tượng > - Ký cược, ký quỹ","- Ký cược, ký quỹ",257.223.406.521,(48.501.165.300),166.500.305.163,(48.501.165.300),257223406521.0,-48501165300.0,166500305163.0,-48501165300.0
Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn (2),a.2) Chi tiết theo đối tượng > Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn (2),Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn (2),52.650.639.863,-,52.650.639.863,-,52650639863.0,,52650639863.0,
Công ty Cổ phần Paradise Đại Lải (3),a.2) Chi tiết theo đối tượng > Công ty Cổ phần Paradise Đại Lải (3),Công ty Cổ phần Paradise Đại Lải (3),55.000.000.000,-,-,-,55000000000.0,,,
Công ty Cổ phần Tập đoàn Đại Thắng (4),a.2) Chi tiết theo đối tượng > Công ty Cổ phần Tập đoàn Đại Thắng (4),Công ty Cổ phần Tập đoàn Đại Thắng (4),15.000.000.000,-,-,-,15000000000.0,,,
Công ty Cổ phần Thiên Phúc Điền (5),a.2) Chi tiết theo đối tượng > Công ty Cổ phần Thiên Phúc Điền (5),Công ty Cổ phần Thiên Phúc Điền (5),15.970.000.000,-,15.970.000.000,-,15970000000.0,,15970000000.0,
Công ty Cổ phần C-Holdings (dự án C-Sky view),a.2) Chi tiết theo đối tượng > Công ty Cổ phần C-Holdings (dự án C-Sky view),Công ty Cổ phần C-Holdings (dự án C-Sky view),22.114.060.000,-,1.314.060.000,-,22114060000.0,,1314060000.0,
