row_label_raw,row_label_full,col_0,31/12/2022 > Giá trịVND,31/12/2022 > Dự phòngVND,01/01/2022 > Giá trịVND,01/01/2022 > Dự phòngVND,numeric__31/12/2022 > Giá trịVND,numeric__31/12/2022 > Dự phòngVND,numeric__01/01/2022 > Giá trịVND,numeric__01/01/2022 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
Bên liên quan,a) Ngắn hạn > Bên liên quan,Bên liên quan,223.500.000.000,-,100.000.000.000,-,223500000000.0,,100000000000.0,
- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế ký,a) Ngắn hạn > - Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế ký,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế ký,223.500.000.000,-,100.000.000.000,-,223500000000.0,,100000000000.0,
Bên khác,a) Ngắn hạn > Bên khác,Bên khác,394.703.700.000,-,3.760.700.000,-,394703700000.0,,3760700000.0,
- Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,a) Ngắn hạn > - Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,- Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,3.760.700.000,-,3.760.700.000,-,3760700000.0,,3760700000.0,
- Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,a) Ngắn hạn > - Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,- Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,351.943.000.000,-,-,-,351943000000.0,,,
- Công ty Cổ phần CONSGROUP,a) Ngắn hạn > - Công ty Cổ phần CONSGROUP,- Công ty Cổ phần CONSGROUP,39.000.000.000,-,-,-,39000000000.0,,,
,,,618.203.700.000,-,103.760.700.000,-,618203700000.0,,103760700000.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
- Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,b) Dài hạn > - Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,- Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,-,-,281.200.000.000,-,,,281200000000.0,
,,,-,-,281.200.000.000,-,,,281200000000.0,
